supplier_code,supplier_name,country,category,on_time_delivery_rate,defect_rate,cancellation_rate,avg_lead_time_days,order_volume_last_year,is_high_risk
SUP-00622,Morris-Brewer,Vietnam,zippers,0.9229999999999999,0.0349,0.0,12.1,119.0,0
SUP-00445,"Conner, Li and Santiago",India,thread,0.999,0.0384,0.0117,10.5,134.0,0
SUP-00286,Bowen Group,Indonesia,dye_chemicals,0.8694,0.032,0.0263,23.6,154.0,1
SUP-00257,Cordova Group,China,buttons,0.9023,0.0419,0.0295,18.2,193.0,0
SUP-00205,Miller Ltd,Sri Lanka,packaging,0.8591,0.0,0.0222,8.8,96.0,1
SUP-00340,"Wood, Ramos and Sampson",China,thread,0.9065,0.0413,0.0253,23.3,118.0,0
SUP-00219,Williams-Brown,Bangladesh,buttons,0.8377,0.0398,0.0426,25.4,45.0,1
SUP-00834,Burns and Sons,Indonesia,thread,0.8952,0.0226,0.0256,10.5,38.0,0
SUP-00941,Walker PLC,Indonesia,fabric,0.8497,0.0515,0.0468,14.5,100.0,0
SUP-00225,Jones-Soto,Vietnam,fabric,0.8145,0.0133,0.0413,5.9,112.0,0
SUP-00519,Hines-Berry,China,zippers,0.9683,0.0496,0.03715,3.0,95.0,1
SUP-00077,"Woods, Calhoun and Schmidt",Vietnam,thread,0.8531,0.03,0.0463,22.8,85.0,0
SUP-00554,Ballard Ltd,China,fabric,0.7542,0.0757,0.0219,21.0,113.0,1
SUP-00726,Williamson Ltd,Sri Lanka,buttons,0.7164,0.0446,0.030449999999999998,24.3,110.0,0
SUP-00359,"Turner, Schneider and Johnson",China,buttons,0.9097,0.0435,0.0036,16.2,94.0,0
SUP-00189,Garcia LLC,Bangladesh,trims,0.8404,0.0253,0.0041,16.75,118.0,0
SUP-00348,Willis and Sons,Bangladesh,trims,0.8348,0.0398,0.033299999999999996,15.2,57.0,0
SUP-00626,Osborn Group,Bangladesh,zippers,0.9198,0.0378,0.0016,22.1,5.0,0
SUP-00321,Coffey-Phillips,Vietnam,trims,0.8499,0.0273,0.033299999999999996,17.0,75.0,0
SUP-00855,"Bell, Campbell and Ryan",Bangladesh,fabric,0.9425,0.0407,0.0408,12.2,156.0,0
SUP-00226,Hernandez PLC,Sri Lanka,packaging,0.8791,0.0351,0.0421,14.0,145.0,0
SUP-00528,Contreras-Mckinney,Bangladesh,trims,0.8541,0.0019,0.0393,15.5,129.0,0
SUP-00780,"Mccann, Taylor and Flores",Sri Lanka,thread,0.865,0.03665,0.0312929200307689,11.9,111.0,0
SUP-00628,Mcdowell-Smith,Bangladesh,thread,0.8014,0.0238,0.01,16.8,119.0,0
SUP-00936,Mora-White,Bangladesh,packaging,0.9246,0.0439,0.0391,15.4,112.0,0
SUP-00170,Hooper PLC,India,zippers,0.9047,0.0,0.0339,16.3,122.0,0
SUP-00884,Rios-Padilla,Indonesia,trims,0.8588,0.0448,0.0469,16.7,14.0,0
SUP-00777,Taylor Inc,Pakistan,thread,0.8706,0.0107,0.0191,16.1,97.0,0
SUP-00309,"Phillips, Spence and Barrett",Vietnam,zippers,0.836,0.0463,0.0519,18.7,106.0,0
SUP-00086,Smith PLC,Vietnam,fabric,0.7764,0.0411,0.0285,12.3,169.0,0
SUP-00134,"Carroll, Sullivan and Bass",Bangladesh,packaging,0.6862,0.0561,0.0621,28.2,76.0,1
SUP-00510,Williams-Berg,India,dye_chemicals,0.8999,0.0515,0.0255,17.0,126.0,0
SUP-00880,Pena LLC,India,fabric,0.9219,0.0402,0.0097,6.7,97.0,0
SUP-00901,Wright PLC,Pakistan,buttons,0.7806,0.0424,0.0595,26.8,108.0,1
SUP-00548,"Moore, Hopkins and Le",Indonesia,buttons,0.9990000000000001,0.0311,0.030449999999999998,7.7,186.0,0
SUP-00022,"Watts, Robinson and Nguyen",Bangladesh,zippers,0.9349,0.0365,0.0,7.6,143.0,0
SUP-00620,Russell Group,China,packaging,0.9746,0.0074,0.0013,15.2,132.0,1
SUP-00452,Stanley PLC,Sri Lanka,trims,0.8492,0.0533,0.031,19.0,93.0,1
SUP-00154,Green-Wright,Pakistan,thread,0.938,0.0585,0.0,16.3,95.0,0
SUP-00389,Bennett Group,Bangladesh,dye_chemicals,0.8273,0.03605,0.0401,24.7,122.0,1
SUP-00331,Reid Group,China,trims,0.7971,0.0485,0.0874,21.5,153.0,1
SUP-00983,Williams Group,Pakistan,packaging,0.9697,0.0,0.0013,9.6,147.0,0
SUP-00173,White-Green,Bangladesh,dye_chemicals,0.8694,0.0097,0.0072,15.4,146.0,0
SUP-00653,"Cox, Stark and Rodriguez",Bangladesh,trims,0.8575,0.0233,0.0559,16.1,74.0,1
SUP-00330,Herman-Walker,China,packaging,0.9209999999999999,0.0378,0.0284,14.8,107.0,0
SUP-00498,Robertson-Hays,Bangladesh,buttons,0.77,0.0631,0.0761,26.8,92.0,1
SUP-00542,"Bartlett, Brown and Martinez",China,zippers,0.8502,0.0227,0.0415,17.2,104.0,0
SUP-00635,Gibbs-Bradley,Pakistan,dye_chemicals,0.8787,0.0489,0.0,18.0,207.0,1
SUP-00702,Giles Ltd,China,dye_chemicals,0.9126,0.0808,0.0465,18.3,58.0,1
SUP-00460,"Valentine, Joyce and Murray",Sri Lanka,packaging,0.885,0.0571,0.0345,22.2,105.0,1
SUP-00695,Price LLC,Vietnam,packaging,0.9259,0.0396,0.0068,14.0,65.0,0
SUP-00747,Ali PLC,Pakistan,packaging,0.8207,0.0247,0.0466,18.3,87.0,0
SUP-00078,Yu Inc,China,buttons,0.78,0.0197,0.0181,6.2,68.0,0
SUP-00944,Murphy-Tran,Vietnam,trims,0.8749,0.0719,0.0449,20.5,84.0,0
SUP-00112,"Shields, Cochran and Adams",China,thread,0.904,0.0396,0.0265,16.0,127.0,0
SUP-00202,White-Lewis,India,fabric,0.9327,0.024,0.0276,12.9,107.0,0
SUP-00566,"Edwards, Hines and Jimenez",Sri Lanka,dye_chemicals,0.9669,0.0,0.017,14.0,104.0,0
SUP-00132,Spencer-Lee,Bangladesh,trims,0.9256,0.0229,0.0419,16.2,50.0,0
SUP-00301,"Thomas, Murray and King",Pakistan,fabric,0.6646,0.0609,0.05,21.4,120.0,1
SUP-00251,Moon-White,Sri Lanka,fabric,0.773,0.0205,0.0322,14.8,125.0,0
SUP-00194,Reid-Poole,China,buttons,0.8437,0.0374,0.014,12.0,122.0,0
SUP-00848,"Greer, Potter and Evans",Sri Lanka,packaging,0.9061,0.0153,0.0339,16.3,138.0,1
SUP-00964,Taylor PLC,Vietnam,zippers,0.9152,0.0376,0.0564,21.1,99.0,0
SUP-00150,"Schmidt, Hansen and Stewart",India,trims,0.874,0.0144,0.0626,16.3,78.0,1
SUP-00203,Peterson-Beard,Vietnam,fabric,0.8179,0.0891,0.047,23.0,116.0,1
SUP-00347,Jones PLC,Bangladesh,thread,0.9588,0.0312,0.0254,15.5,110.0,0
SUP-00794,Ferguson-Mclean,Bangladesh,zippers,0.8288,0.051,0.0315,15.1,167.0,0
SUP-00010,Abbott-Munoz,Sri Lanka,buttons,0.9259999999999999,0.0226,0.0279,16.8,126.0,0
SUP-00166,Medina-Navarro,Sri Lanka,buttons,0.7595,0.0554,0.030449999999999998,17.7,110.0,1
SUP-00849,Cole LLC,Vietnam,zippers,0.9102,0.0252,0.0413,9.8,74.0,0
SUP-00003,"Mcclain, Miller and Henderson",China,buttons,0.8847,0.0495,0.0412,19.1,116.0,1
SUP-00677,Mendez-Mayer,Indonesia,packaging,0.7763,0.0528,0.0625,26.7,129.0,1
SUP-00833,"Ellison, Arias and Thompson",Indonesia,trims,0.7879,0.0194,0.033299999999999996,15.3,113.0,0
SUP-00691,White-Medina,Bangladesh,thread,0.882,0.0376,0.0665,18.2,97.0,1
SUP-00177,Curry Inc,Vietnam,dye_chemicals,0.8885,0.0,0.0105,8.0,133.0,0
SUP-00781,"Harris, Edwards and Oconnell",China,packaging,0.7744,0.0451,0.0634,23.8,107.0,1
SUP-00706,"Morris, Campbell and Owens",Vietnam,trims,0.8984,0.0237,0.0644,14.2,166.0,0
SUP-00468,Wilkerson-Arias,Vietnam,packaging,0.8611,0.052,0.053,23.0,113.0,1
SUP-00896,"Hernandez, Jenkins and Parks",India,dye_chemicals,0.968,0.03605,0.032,12.2,125.0,0
SUP-00243,Gonzales-Harrison,India,zippers,0.999,0.0242,0.0262,7.8,76.0,0
SUP-00652,"Marks, Miller and Griffin",India,zippers,0.8874,0.0002,0.0191,19.0,129.0,0
SUP-00624,"Rodgers, Jefferson and Johnson",Bangladesh,trims,0.8582,0.0539,0.0415,14.0,102.0,0
SUP-00716,Levy-May,Vietnam,thread,0.9685,0.03665,0.0312929200307689,20.1,103.0,0
SUP-00987,Gomez and Sons,Vietnam,fabric,0.77,0.0562,0.0278,18.7,62.0,1
SUP-00873,Kramer-Shannon,Bangladesh,thread,0.9412,0.0149,0.033,7.7,73.0,0
SUP-00218,Erickson and Sons,India,zippers,0.8909,0.0194,0.0186,10.4,131.0,0
SUP-00742,Jacobson Inc,Pakistan,trims,0.8482,0.0512,0.0105,12.3,97.0,0
SUP-00049,Hickman Ltd,India,trims,0.9712,0.0139,0.0136,9.0,86.0,0
SUP-00255,Roberts-Landry,China,dye_chemicals,0.9836,0.03605,0.032,17.0,80.0,1
SUP-00940,Shaw Inc,Sri Lanka,dye_chemicals,0.762,0.0704,0.036,21.6,42.0,1
SUP-00204,"Beard, Peters and Black",Pakistan,buttons,0.8734500000000001,0.037,0.0274,21.8,69.0,0
SUP-00696,Rivera Inc,Indonesia,buttons,0.9001,0.0215,0.0024,14.4,158.0,0
SUP-00951,"Franco, Wiley and Tapia",Sri Lanka,zippers,0.8407,0.0808,0.0398,21.2,126.0,1
SUP-00353,Smith and Sons,Sri Lanka,zippers,0.8966,0.046,0.03715,19.8,60.0,1
SUP-00316,"Lucas, Parker and Alexander",Bangladesh,packaging,0.8686,0.0138,0.019,12.4,139.0,0
SUP-00580,"Morales, Williams and Williams",China,fabric,0.878,0.043,0.0368,16.2,147.0,0
SUP-00428,Jones-Lin,China,thread,0.9136,0.0263,0.0445,14.2,48.0,0
SUP-00275,Monroe-Carpenter,Vietnam,dye_chemicals,0.7223,0.0549,0.059,19.3,167.0,1
SUP-00172,"Alvarado, Miller and Patterson",Pakistan,fabric,0.817,0.0236,0.0356,22.3,111.0,1
SUP-00207,"Alvarez, Joseph and West",Pakistan,buttons,0.948,0.0517,0.030449999999999998,17.2,95.0,0
SUP-00046,Spence PLC,Indonesia,dye_chemicals,0.932,0.0028,0.011,9.7,13.0,0
SUP-00679,Wheeler Group,Indonesia,buttons,0.9063,0.0211,0.0251,10.8,128.0,0
SUP-00614,"Nelson, Hoffman and Nelson",Sri Lanka,packaging,0.9305,0.0406,0.0168,18.6,100.0,0
SUP-00501,"Rivera, Martinez and Richardson",Vietnam,dye_chemicals,0.9647,0.03605,0.0456,16.2,71.0,0
SUP-00449,Lee-Cooke,Pakistan,thread,0.8601,0.0403,0.0338,17.0,44.0,1
SUP-00334,Davis PLC,China,packaging,0.834,0.0228,0.0181,6.3,152.0,0
SUP-00481,Brown-Copeland,Indonesia,dye_chemicals,0.7454,0.0618,0.0626,30.6,104.0,1
SUP-00559,Gross-Valencia,Indonesia,packaging,0.8298,0.0405,0.0341,18.3,110.0,0
SUP-00856,Werner-Carter,India,fabric,0.7674,0.0288,0.0323,14.2,176.0,0
SUP-00648,Mendoza Group,Bangladesh,zippers,0.9397,0.005,0.0,11.6,126.0,0
SUP-00908,"Wheeler, Rice and Levine",Sri Lanka,buttons,0.7498,0.0567,0.0505,23.0,81.0,1
SUP-00769,Smith-Gutierrez,Pakistan,thread,0.7547,0.0619,0.0312929200307689,19.3,141.0,1
SUP-00306,Bruce-Gonzalez,Vietnam,zippers,0.8761,0.0451,0.0673,24.6,118.0,1
SUP-00248,"Matthews, Smith and Hubbard",Pakistan,zippers,0.8982,0.0393,0.0332,20.6,90.0,1
SUP-00182,"Gould, Marshall and Scott",Bangladesh,buttons,0.9722,0.0,0.038,13.7,102.0,0
SUP-00268,Jimenez Ltd,Sri Lanka,zippers,0.8607,0.0373,0.03715,9.7,88.0,0
SUP-00523,Green LLC,India,fabric,0.874,0.0402,0.0468,19.5,87.0,0
SUP-00639,Holden Group,China,packaging,0.8852,0.0193,0.0204,16.2,92.0,1
SUP-00383,"Austin, Day and Johnson",Bangladesh,trims,0.8345,0.0596,0.033299999999999996,27.5,111.0,1
SUP-00680,"Powers, Brennan and Sanchez",China,packaging,0.7304,0.1022,0.0284,29.3,72.0,1
SUP-00018,"Flowers, Martin and Kelly",China,dye_chemicals,0.9157,0.0421,0.0181,9.6,70.0,0
SUP-00557,Marshall-Peterson,China,buttons,0.9652,0.0274,0.0,5.8,183.0,0
SUP-00675,Hill Ltd,Indonesia,thread,0.9438,0.0,0.0486,8.6,196.0,0
SUP-00117,Ross LLC,India,packaging,0.7818,0.03345,0.0371,23.3,42.0,1
SUP-00093,"Garcia, Humphrey and Baker",Indonesia,packaging,0.8791,0.03345,0.0202,17.4,72.0,0
SUP-00782,Carter-Neal,China,trims,0.8901,0.0279,0.0247,11.1,127.0,0
SUP-00633,Simon Ltd,Sri Lanka,fabric,0.7491,0.064,0.0838,15.95,173.0,0
SUP-00623,Pearson and Sons,Bangladesh,fabric,0.9419,0.0221,0.0032,12.5,116.0,0
SUP-00260,Dean-Jimenez,Bangladesh,packaging,0.8528,0.0099,1.0,20.9,62.0,0
SUP-00963,Chavez-Hall,Vietnam,packaging,0.9661,0.0181,0.0238,13.7,12.0,0
SUP-00005,"Guzman, Hoffman and Baldwin",Indonesia,fabric,0.8919,0.0511,0.0297,19.2,104.0,1
SUP-00598,Thornton PLC,India,buttons,0.8997,0.0414,0.0432,11.5,110.0,0
SUP-00818,Cole Group,China,trims,0.8334,0.0365,0.0264,10.7,132.0,0
SUP-00287,"Booker, Jones and Harrington",India,zippers,0.8761,0.0382,0.0232,19.0,124.0,1
SUP-00288,Morgan-Schwartz,India,dye_chemicals,0.9388,0.03605,0.0148,19.7,120.0,0
SUP-00366,"Wilson, Pena and Rich",Bangladesh,trims,0.9589,0.0123,0.0293,14.5,110.0,0
SUP-00567,"Owens, Koch and Jimenez",Sri Lanka,packaging,0.7354,0.0886,0.0747,23.1,88.0,1
SUP-00377,Schmitt PLC,Pakistan,trims,0.8892,0.006,0.0293,15.3,111.0,0
SUP-00753,Davis and Sons,Bangladesh,fabric,0.8079999999999999,0.0527,0.0356,26.0,61.0,1
SUP-00843,Cunningham-Barton,China,packaging,0.7219,0.0851,0.0533,21.3,160.0,1
SUP-00393,Webster Inc,Bangladesh,zippers,0.8667,0.0262,0.0567,17.7,104.0,1
SUP-00277,Cook-Hines,Indonesia,buttons,0.9154,0.0743,0.030449999999999998,9.0,79.0,0
SUP-00495,Brown Group,China,trims,0.9292,0.0102,0.0169,7.6,129.0,0
SUP-00752,"Ramsey, Mason and Mccann",Indonesia,fabric,0.85,0.0588,0.0492,15.95,85.0,1
SUP-00693,"Thomas, Ford and Brown",Vietnam,buttons,0.8697,0.0165,0.018,14.4,149.0,0
SUP-00405,Graham Group,India,buttons,0.7929,0.0496,0.0503,16.4,147.0,1
SUP-00643,Green LLC,Indonesia,thread,0.8296,0.0419,0.0312929200307689,20.3,63.0,0
SUP-00096,Harris-Walters,China,fabric,0.9042,0.0341,0.0335,7.0,135.0,0
SUP-00838,"Wagner, Simpson and Cohen",Bangladesh,fabric,0.8593,0.0201,0.0071,11.7,96.0,0
SUP-00982,Davis LLC,Pakistan,thread,0.7035,0.0605,0.0396,28.8,42.0,1
SUP-00363,"Hernandez, Martinez and Weber",Bangladesh,packaging,0.7043,0.0461,0.0383,15.9,141.0,1
SUP-00992,Ramirez and Sons,Indonesia,dye_chemicals,0.8457,0.0383,0.0371,18.5,120.0,0
SUP-00300,Harvey-Allen,China,zippers,0.8429,0.039,0.0606,16.0,128.0,1
SUP-00370,Edwards-Scott,Bangladesh,buttons,0.8519,0.0403,0.0365,10.0,86.0,0
SUP-00701,Turner-Stout,Pakistan,packaging,0.6628,0.0674,1.0,19.9,105.0,1
SUP-00603,"Becker, Lara and Baker",Bangladesh,zippers,0.9062,0.0384,0.0165,11.7,113.0,0
SUP-00988,Ramirez-Stephenson,Vietnam,trims,0.9862,0.0353,0.033299999999999996,13.8,87.0,1
SUP-00152,"Simmons, Meadows and Griffin",Bangladesh,buttons,0.9427,0.0049,0.0417,13.7,122.0,0
SUP-00505,Acosta Inc,Indonesia,packaging,0.9620000000000001,0.0,0.0262,15.9,126.0,0
SUP-00030,"Snyder, Campos and Callahan",Pakistan,fabric,0.9201,0.0462,0.0356,16.7,109.0,0
SUP-00048,"Martin, Rose and Obrien",China,zippers,0.8568,0.0493,0.0603,16.7,119.0,0
SUP-00110,Johnson-Doyle,Pakistan,packaging,0.833,0.03345,0.0366,15.8,134.0,0
SUP-00169,"Yates, Ramsey and Pittman",India,thread,0.8147,0.0335,0.0176,20.3,95.0,0
SUP-00534,Mcdonald-Bird,India,zippers,0.9006,0.0442,0.0207,9.6,187.0,0
SUP-00678,Allen Inc,Pakistan,buttons,0.8826,0.0165,0.0495,14.9,118.0,0
SUP-00039,Harrell LLC,Sri Lanka,fabric,0.999,0.0,0.0032,12.9,55.0,0
SUP-00180,Howell and Sons,India,buttons,0.8005,0.0379,0.0193,18.1,108.0,0
SUP-00425,Welch-Hogan,Vietnam,dye_chemicals,0.919,0.0412,0.0357,16.7,90.0,1
SUP-00143,Gibson Ltd,Sri Lanka,buttons,0.9755,0.0,0.0,17.1,113.0,0
SUP-00125,Scott Ltd,India,zippers,0.9203,0.0144,0.0341,14.8,78.0,1
SUP-00254,"Garcia, Martin and Jenkins",Sri Lanka,fabric,0.8751,0.0517,0.0356,18.6,149.0,0
SUP-00115,Torres-Pope,Pakistan,zippers,0.7517,0.088,1.0,26.4,62.0,1
SUP-00645,Sullivan PLC,Vietnam,thread,0.81,0.0463,0.0499,15.2,89.0,0
SUP-00627,Lopez-Curry,Vietnam,packaging,0.774,0.088,0.0841,26.5,5.0,1
SUP-00589,"Soto, Carlson and Baker",Pakistan,packaging,0.8086,0.0648,0.0569,18.3,60.0,1
SUP-00214,"Tapia, Vaughn and Lee",Vietnam,packaging,0.8023,0.0321,0.0225,21.2,130.0,0
SUP-00985,Underwood-Foster,Vietnam,packaging,0.9031,0.0361,0.0216,24.3,118.0,1
SUP-00569,Levy-Lewis,Bangladesh,thread,0.7872,0.0619,0.0505,14.8,81.0,1
SUP-00764,Ward-Nelson,Vietnam,thread,0.9578,0.03665,0.026,10.2,138.0,0
SUP-00217,Perez-White,Indonesia,zippers,0.8324,0.0141,0.0258,9.4,147.0,0
SUP-00810,Alvarez-Kim,India,trims,0.8628,0.0265,0.0115,18.2,90.0,0
SUP-00661,Foster Inc,Pakistan,thread,0.77,0.0537,0.0246,22.0,105.0,0
SUP-01000,Stokes Group,Sri Lanka,fabric,0.8186,0.0077,0.0354,11.1,153.0,0
SUP-00056,Jones-Young,Bangladesh,thread,0.866,0.0051,0.01,21.7,140.0,0
SUP-00586,Richardson Ltd,Pakistan,packaging,0.9942,0.0322,0.0057,13.8,105.0,0
SUP-00036,Rodriguez-Graham,Vietnam,dye_chemicals,0.8085,0.061,0.0249,22.2,90.0,1
SUP-00784,Bennett-Velasquez,China,thread,0.883,0.0687,0.0469,25.9,136.0,1
SUP-00502,Paul-Kline,Vietnam,dye_chemicals,0.98,0.03605,0.0251,17.6,143.0,0
SUP-00418,Thomas and Sons,Vietnam,thread,0.919,0.0034,0.0215,18.1,119.0,0
SUP-00914,Hunter-Fuller,Bangladesh,dye_chemicals,0.914,0.065,0.041,22.7,40.0,1
SUP-00768,"Davis, George and Nguyen",Sri Lanka,packaging,0.8793,0.0373,0.0688,19.1,80.0,1
SUP-00666,Cannon Ltd,Bangladesh,fabric,0.9063,0.0092,0.0003,14.3,176.0,0
SUP-00959,Jones-Bradley,Sri Lanka,trims,0.877,0.0389,0.026,18.6,153.0,1
SUP-00162,Stein-Silva,Indonesia,fabric,0.7988,0.0646,0.0547,29.9,81.0,1
SUP-00789,"Clark, Salinas and Guerra",Bangladesh,packaging,0.999,0.0,0.0163,11.3,130.0,0
SUP-00771,Armstrong and Sons,India,thread,0.999,0.0115,0.0064,9.8,107.0,0
SUP-00029,"Ross, Robinson and Bright",Vietnam,zippers,0.8582,0.0596,0.0431,20.2,39.0,1
SUP-00052,Walker LLC,Sri Lanka,packaging,0.8768,0.0009,0.0,9.2,92.0,1
SUP-00797,Rodriguez and Sons,Pakistan,trims,0.9323,0.0442,0.0415,17.7,78.0,0
SUP-00042,George Group,Sri Lanka,dye_chemicals,0.9987,0.0336,0.0323,14.9,104.0,0
SUP-00899,"Cruz, Richmond and Edwards",India,buttons,0.878,0.0488,0.0889,17.9,111.0,0
SUP-00674,"Gray, Hall and Murray",China,thread,0.9465,0.0314,0.0314,8.3,74.0,0
SUP-00876,Alexander Inc,Indonesia,zippers,0.8507,0.0054,0.0166,8.9,54.0,0
SUP-00903,Abbott Ltd,Pakistan,fabric,0.8751,0.0789,0.0749,26.0,62.0,0
SUP-00436,Cox LLC,Vietnam,fabric,0.8214,0.0402,0.0342,20.2,135.0,0
SUP-00236,"Harrison, Johnson and Roberts",Vietnam,fabric,0.8420000000000001,0.0472,0.0468,28.2,76.0,1
SUP-00164,Smith-Bell,Indonesia,zippers,0.732,0.0544,0.0654,20.6,5.0,0
SUP-00556,Moore Group,China,buttons,0.884,0.0264,0.030449999999999998,16.9,116.0,0
SUP-00803,Griffin Group,Pakistan,zippers,0.86,0.027,0.0376,12.2,124.0,0
SUP-00697,Boone-Davis,Pakistan,fabric,0.9195,0.0786,0.0356,15.0,136.0,0
SUP-00854,Li Inc,China,trims,0.852,0.0103,0.0344,17.8,116.0,0
SUP-00836,"Brown, Howard and Smith",Vietnam,zippers,0.7193,0.0496,0.047,20.4,78.0,1
SUP-00446,"Osborn, Gaines and Davis",China,zippers,0.9598,0.0486,0.03715,12.7,172.0,0
SUP-00546,"Huber, Hill and Weber",Sri Lanka,trims,0.7761,0.0618,0.0552,16.7,141.0,1
SUP-00388,Davis PLC,Indonesia,packaging,0.8186,0.0317,0.0315,18.8,105.0,1
SUP-00015,Williams and Sons,Indonesia,packaging,0.7543,0.0454,0.07,23.1,27.0,1
SUP-00455,"Lamb, Martin and Kim",Indonesia,fabric,0.9582,0.0028,0.0,13.3,46.0,0
SUP-00802,"Burgess, Grant and Watts",India,packaging,0.8505,0.0084,0.005,13.6,104.0,0
SUP-00293,Bright-Francis,India,dye_chemicals,0.8261,0.0432,0.0527,16.8,121.0,1
SUP-00045,"Arroyo, Miller and Tucker",China,thread,0.9519,0.0122,0.0188,14.0,145.0,0
SUP-00266,Gay Inc,Vietnam,buttons,0.7933,0.0373,0.0378,15.9,123.0,1
SUP-00933,"Craig, Wilson and Yang",Vietnam,trims,0.8066,0.0427,0.0251,21.0,82.0,1
SUP-00958,"Miller, Davis and Anderson",Sri Lanka,thread,0.8989,0.03665,0.0274,14.7,150.0,0
SUP-00996,Castillo-Harrington,India,packaging,0.7737,0.0112,0.0546,17.3,105.0,1
SUP-00089,Suarez LLC,Vietnam,zippers,0.939,0.032,0.0,13.6,150.0,0
SUP-00082,Sandoval-Cunningham,Pakistan,fabric,0.774,0.0567,0.0469,22.2,88.0,1
SUP-00079,Jones Inc,India,packaging,0.887,0.0181,0.0338,8.3,78.0,0
SUP-00479,Young-Martinez,Pakistan,trims,0.9268,0.0574,0.0295,4.5,123.0,0
SUP-00611,Williams-Moses,Indonesia,packaging,0.9781,0.0037,0.0213,13.6,87.0,0
SUP-00156,Hill Inc,Sri Lanka,trims,0.8943,0.0376,0.006,19.5,95.0,0
SUP-00530,"Mckinney, Graves and Thompson",Bangladesh,dye_chemicals,0.8466,0.03605,0.0065,17.0,115.0,0
SUP-00344,Davis-Lewis,Bangladesh,dye_chemicals,0.8328,0.0529,0.036,23.8,129.0,0
SUP-00969,Aguirre LLC,Pakistan,trims,0.9131,0.0342,0.0063,16.75,111.0,0
SUP-00593,"Allen, Armstrong and Graves",Indonesia,fabric,0.9462,0.0574,0.0356,20.9,137.0,0
SUP-00431,"Huang, Cole and Pacheco",Indonesia,trims,0.9551,0.0,0.0224,10.3,170.0,0
SUP-00650,Todd-Pham,China,trims,0.8661,0.0473,0.0592,23.7,123.0,0
SUP-00596,Shaw-Carr,China,trims,0.9814,0.0294,0.0362,24.0,83.0,0
SUP-00149,Bryant Group,India,packaging,0.9790000000000001,0.0411,0.0199,13.4,226.0,0
SUP-00664,Andersen Group,Indonesia,dye_chemicals,0.898,0.0165,0.0151,8.1,81.0,0
SUP-00454,White Ltd,China,buttons,0.9254,0.0183,0.0379,13.4,78.0,0
SUP-00285,Garcia-Lozano,Indonesia,dye_chemicals,0.8583,0.0514,0.0142,20.6,190.0,1
SUP-00128,Diaz Inc,India,packaging,0.9943,0.02,0.0069,14.8,159.0,0
SUP-00575,"Lee, Tran and Jones",Bangladesh,fabric,0.8283,0.03,0.0356,17.8,184.0,1
SUP-00483,"Andrews, Higgins and Carter",Indonesia,packaging,0.9512,0.03345,0.022,13.1,121.0,0
SUP-00391,Frank-Bradley,India,trims,0.9391,0.0243,0.0239,16.4,81.0,0
SUP-00788,Benton Group,Sri Lanka,buttons,0.8722,0.0185,0.0388,14.3,67.0,0
SUP-00894,Bishop and Sons,Pakistan,buttons,0.8734500000000001,0.0393,0.0661,25.0,110.0,1
SUP-00394,"Miller, Ramos and Coleman",Pakistan,buttons,0.945,0.0342,0.012,19.7,154.0,0
SUP-00522,Holmes-Mcintyre,Sri Lanka,packaging,0.8231,0.0556,0.057,19.7,139.0,1
SUP-00230,Kerr-Evans,India,zippers,0.8761,0.0289,0.0105,8.1,95.0,0
SUP-00192,"Wood, Hunter and Peterson",Indonesia,thread,0.96,0.0,0.0058,17.0,119.0,0
SUP-00800,Sheppard-Jordan,Pakistan,zippers,0.7655,0.0378,0.0401,16.7,123.0,1
SUP-00761,Moore-Dawson,China,zippers,0.7981,0.0639,0.0455,10.5,5.0,1
SUP-00685,Young-Walter,Sri Lanka,trims,0.9458,0.0482,0.047,6.8,99.0,0
SUP-00516,Osborne LLC,India,thread,0.9195,0.0369,0.0557,19.0,96.0,1
SUP-00373,Reynolds Ltd,Pakistan,dye_chemicals,0.7888,0.045,0.0333,21.4,92.0,1
SUP-00349,Schroeder-Kramer,India,packaging,0.8218,0.0951,0.0284,20.9,80.0,1
SUP-00649,"Zhang, Brooks and Miles",Bangladesh,zippers,0.8269,0.0218,0.0243,15.1,126.0,0
SUP-00399,"Brown, Harris and Dougherty",India,zippers,0.9065,0.0476,0.0527,16.2,94.0,0
SUP-00892,May Ltd,India,packaging,0.9477,0.0214,0.0284,16.25,135.0,0
SUP-00978,Parks-Pace,Pakistan,packaging,0.962,0.0354,0.0324,15.8,135.0,0
SUP-00617,"Perez, Hall and Garcia",Pakistan,buttons,0.999,0.0206,0.0,14.3,110.0,0
SUP-00770,Hardy PLC,Vietnam,trims,0.9019,0.0,0.0115,8.3,124.0,0
SUP-00289,"Miller, Murphy and Craig",Indonesia,fabric,0.9458,0.0187,0.0328,7.8,76.0,0
SUP-00401,Wilson-Jimenez,Indonesia,zippers,0.8427,0.057,0.0625,18.8,104.0,1
SUP-00160,Russell-Daniels,Indonesia,fabric,0.7165,0.0626,0.0529,20.5,5.0,1
SUP-00687,"Fry, Hobbs and Buck",Bangladesh,trims,0.84,0.0399,0.0599,23.2,157.0,1
SUP-00579,"Mcmillan, Fischer and Gonzalez",Pakistan,packaging,0.8789,0.0158,0.0005,14.5,142.0,0
SUP-00543,Torres and Sons,China,buttons,0.92,0.027,0.030449999999999998,13.5,177.0,0
