delay_days,is_anomaly,is_delayed,month_cos,month_sin,order_quantity,quantity,quantity_per_lead_time,requested_lead_time_days,supplier_avg_lead_time_days,supplier_cancellation_rate,supplier_defect_rate,supplier_on_time_rate,supplier_order_volume_last_year
12.49,0,1,-0.5000000000000004,-0.8660254037844384,779.9,779.9,194.975,4.0,14.0,0.0323,0.0139,0.8753,127.0
10.76,0,1,1.0,-2.4492935982947064e-16,794.0,794.0,31.76,25.0,20.4,0.0851,0.0685,0.8544,5.0
1.13,0,0,0.8660254037844384,-0.5000000000000004,942.6,942.6,67.32857142857144,14.0,20.8,0.0085,0.0339,0.8601,150.0
2.41,0,1,-1.0,1.2246467991473532e-16,387.0,387.0,22.764705882352942,17.0,16.9,0.0396,0.0907,0.8205,143.0
11.45,0,1,-0.8660254037844387,0.49999999999999994,1032.0,1032.0,258.0,4.0,8.3,0.0235,0.0131,0.8190000000000001,77.0
4.25,0,1,0.5000000000000001,0.8660254037844386,707.2,707.2,30.747826086956525,23.0,18.6,0.0396,0.0455,0.8475,101.0
7.27,0,1,0.5000000000000001,0.8660254037844386,429.2,429.2,15.896296296296295,27.0,24.2,0.0268,0.0439,0.8365,186.0
0.0,0,0,6.123233995736766e-17,1.0,687.3,687.3,49.09285714285714,14.0,17.5,0.0242,0.0463,0.819,155.0
11.53,0,1,0.8660254037844387,0.49999999999999994,906.8,906.8,90.67999999999999,10.0,18.4,0.067,0.051,0.82,187.0
8.1,0,1,1.0,-2.4492935982947064e-16,573.9,573.9,52.17272727272727,11.0,12.1,0.015,0.0477,0.9179,38.0
12.56,0,1,0.5000000000000001,-0.8660254037844386,641.3,641.3,33.752631578947366,19.0,15.4,0.026,0.051,0.8829,135.0
0.0,0,0,-0.5000000000000004,-0.8660254037844384,803.9,803.9,100.4875,8.0,10.4,0.0,0.0088,0.9516,142.0
7.42,0,1,-0.4999999999999998,0.8660254037844387,875.2,875.2,43.760000000000005,20.0,19.7,0.0765,0.0605,0.8758,28.0
1.240665853300024,0,0,-0.8660254037844387,0.49999999999999994,528.3,528.3,24.013636363636362,22.0,18.7,0.0389,0.0143,0.8917,93.0
2.45,0,1,-0.5000000000000004,-0.8660254037844384,605.8,605.8,33.65555555555555,18.0,14.7,0.0184,0.0203,0.8287,92.0
44.29,1,1,1.0,-2.4492935982947064e-16,102.8,102.8,5.410526315789474,19.0,15.2,0.0573,0.0286,0.7549,69.0
13.0,0,1,-0.5000000000000004,-0.8660254037844384,979.2,979.2,89.01818181818182,11.0,14.0,0.0402,0.0444,0.9477,124.0
30.63,1,1,0.8660254037844387,0.49999999999999994,2374.6,2374.6,87.94814814814815,27.0,23.5,0.0556,0.032,0.756,64.0
16.2,0,1,-0.8660254037844387,0.49999999999999994,640.0,640.0,23.703703703703702,27.0,29.8,0.0665,0.0659,0.7378,117.0
9.51,0,1,-0.4999999999999998,0.8660254037844387,1128.9,1128.9,112.89000000000001,10.0,12.2,0.046,0.0188,0.8455,128.0
7.21,0,1,-0.5000000000000004,-0.8660254037844384,439.1,439.1,62.728571428571435,7.0,13.2,0.008,0.0491,0.9496,94.0
5.8,0,1,6.123233995736766e-17,1.0,867.0,867.0,48.166666666666664,18.0,20.2,0.0637,0.053,0.8547,190.0
0.0,0,0,6.123233995736766e-17,1.0,358.5,358.5,18.86842105263158,19.0,15.5,0.0723,0.0216,0.7977,100.0
15.35,0,1,-0.8660254037844387,0.49999999999999994,1317.4,1317.4,439.1333333333334,3.0,6.1,0.0103,0.0,0.8992,159.0
7.9,0,1,0.5000000000000001,0.8660254037844386,724.3,724.3,48.28666666666666,15.0,17.8,0.0038,0.0177,0.9327,148.0
18.34,0,1,-0.8660254037844386,-0.5000000000000001,573.5,573.5,14.3375,40.0,33.2,0.0852,0.0838,0.6971,54.0
7.09,0,1,-0.8660254037844387,0.49999999999999994,533.9,533.9,25.423809523809524,21.0,18.5,0.0489,0.0352,0.8148,86.0
7.4,0,1,-1.8369701987210297e-16,-1.0,1163.6,1163.6,83.11428571428571,14.0,17.2,0.0261,0.0152,0.8517,95.0
1.85,0,1,-0.8660254037844386,-0.5000000000000001,621.5,621.5,47.80769230769231,13.0,13.6,0.0393,0.0504,0.8774,134.0
4.61,0,1,0.8660254037844387,0.49999999999999994,592.2,592.2,26.91818181818182,22.0,19.7,0.042,0.0705,0.8413,82.0
4.61,0,1,-0.8660254037844387,0.49999999999999994,773.6,773.6,70.32727272727273,11.0,9.6,0.0494,0.0217,0.9513,143.0
12.23,0,1,1.0,-2.4492935982947064e-16,1036.0,1036.0,43.166666666666664,24.0,25.6,0.0399,0.0706,0.8623,71.0
7.96,0,1,0.5000000000000001,0.8660254037844386,926.0,926.0,71.23076923076923,13.0,13.1,0.0402,0.0384,0.7981,56.0
0.0,0,0,-1.0,1.2246467991473532e-16,400.8,400.8,50.1,8.0,14.2,0.033,0.0048,0.8949,157.0
16.17,0,1,-0.5000000000000004,-0.8660254037844384,963.9,963.9,107.1,9.0,17.8,0.0377,0.0539,0.8131,169.0
3.47,0,1,6.123233995736766e-17,1.0,860.6,860.6,35.858333333333334,24.0,20.4,0.0344,0.0436,0.818,96.0
0.0,0,0,-0.5000000000000004,-0.8660254037844384,241.2,241.2,21.927272727272726,11.0,15.2,0.0254,0.0507,0.8331,101.0
40.23,1,1,1.0,-2.4492935982947064e-16,2522.2,2522.2,194.0153846153846,13.0,18.9,0.0384,0.0411,0.8329,116.0
3.15,0,1,1.0,-2.4492935982947064e-16,628.1,628.1,52.34166666666667,12.0,8.3,0.0311,0.0338,0.953,97.0
7.53,0,1,-1.0,1.2246467991473532e-16,891.2,891.2,68.55384615384615,13.0,9.3,0.0338,0.034,0.8590000000000001,56.0
9.88,0,1,0.5000000000000001,0.8660254037844386,592.3,592.3,24.679166666666664,24.0,22.7,0.0623,0.0837,0.7645,76.0
3.97,0,1,-0.5000000000000004,-0.8660254037844384,519.6,519.6,25.98,20.0,17.2,0.0261,0.0152,0.8517,95.0
3.64,0,1,-0.8660254037844387,0.49999999999999994,1087.0,1087.0,72.46666666666667,15.0,14.8,0.0,0.0189,0.787,150.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,598.8,598.8,24.95,24.0,18.6,0.0454,0.0485,0.77,67.0
1.98,0,1,-0.5000000000000004,-0.8660254037844384,1145.7,1145.7,88.13076923076923,13.0,14.1,0.0,0.0157,0.9499,132.0
0.59,0,0,0.8660254037844387,0.49999999999999994,712.8499999999999,712.8499999999999,28.513999999999996,25.0,20.0,0.0295,0.0141,0.7914,120.0
8.04,0,1,-0.8660254037844387,0.49999999999999994,889.0,889.0,296.3333333333333,3.0,13.2,0.0194,0.0689,0.828,112.0
0.78,0,0,-1.0,1.2246467991473532e-16,629.0,629.0,29.952380952380953,21.0,18.5,0.0317,0.0332,0.8793,61.0
4.59,0,1,0.5000000000000001,0.8660254037844386,558.5,558.5,62.05555555555556,9.0,16.7,0.0163,0.0541,0.8446,77.0
2.82,0,1,0.8660254037844384,-0.5000000000000004,28.0,28.0,3.111111111111111,9.0,15.9,0.0157,0.0075,0.8449,192.0
12.47,0,1,-0.4999999999999998,0.8660254037844387,1199.8,1199.8,119.97999999999999,10.0,11.4,0.0453,0.056,0.9073,139.0
3.8,0,1,0.5000000000000001,0.8660254037844386,350.2,350.2,43.775,8.0,10.8,0.0069,0.0224,0.913,72.0
1.73,0,1,-0.8660254037844386,-0.5000000000000001,794.6,794.6,56.75714285714286,14.0,13.8,0.036,0.0307,0.9626,114.0
4.91,0,1,-1.0,1.2246467991473532e-16,1375.2,1375.2,62.50909090909091,22.0,11.3,0.0378,0.0399,0.8915,101.0
4.18,0,1,1.0,-2.4492935982947064e-16,475.0,475.0,31.666666666666668,15.0,15.4,0.026,0.051,0.8829,135.0
2.71,0,1,6.123233995736766e-17,1.0,938.0,938.0,93.8,10.0,6.9,0.0047,0.0247,0.9775,104.0
9.85,0,1,0.8660254037844384,-0.5000000000000004,1099.8,1099.8,54.989999999999995,20.0,19.1,0.019,0.0181,0.971,92.0
5.51,0,1,-0.5000000000000004,-0.8660254037844384,636.7,636.7,28.94090909090909,22.0,16.5,0.0331,0.0173,0.9243,91.0
4.63,0,1,0.8660254037844387,0.49999999999999994,850.7,850.7,36.98695652173913,23.0,13.6,0.0393,0.0504,0.8774,134.0
10.01,0,1,-1.8369701987210297e-16,-1.0,803.0,803.0,267.6666666666667,3.0,6.3,0.0276,0.0248,0.9781,40.0
0.0,0,0,0.5000000000000001,-0.8660254037844386,576.9,576.9,32.05,18.0,13.1,0.0143,0.0082,0.9692,67.0
1.8,0,1,-1.8369701987210297e-16,-1.0,672.7,672.7,22.423333333333336,30.0,18.8,0.0271,0.0324,0.899,98.0
12.83,0,1,1.0,-2.4492935982947064e-16,736.3,736.3,245.4333333333333,3.0,10.9,0.0,0.0072,0.9173,135.0
8.56,0,1,-1.8369701987210297e-16,-1.0,769.0,769.0,64.08333333333333,12.0,14.5,0.0265,0.033,0.8866,149.0
0.0,0,0,0.8660254037844384,-0.5000000000000004,797.0,797.0,36.22727272727273,22.0,16.1,0.0367,0.0511,0.9259999999999999,135.0
11.61,0,1,-1.8369701987210297e-16,-1.0,629.0,629.0,89.85714285714286,7.0,14.8,0.0156,0.0544,0.8903,98.0
10.79,0,1,0.8660254037844387,0.49999999999999994,756.0,756.0,42.0,18.0,26.8,0.0603,0.0398,0.823,69.0
8.81,0,1,1.0,-2.4492935982947064e-16,776.2,776.2,64.68333333333334,12.0,17.0,0.062,0.0695,0.7804,144.0
3.7,0,1,0.8660254037844387,0.49999999999999994,518.7,518.7,37.050000000000004,14.0,13.2,0.0235,0.0164,0.9274,134.0
6.8,0,1,-0.5000000000000004,-0.8660254037844384,956.0,956.0,41.56521739130435,23.0,22.6,0.0284,0.0328,0.9315,82.0
3.26,0,1,0.5000000000000001,-0.8660254037844386,607.8,607.8,27.627272727272725,22.0,20.0,0.0427,0.0371,0.9015,5.0
6.4,0,1,0.8660254037844384,-0.5000000000000004,1434.2,1434.2,68.29523809523809,21.0,15.3,0.0015,0.0303,0.8425,109.0
0.89,0,0,0.8660254037844387,0.49999999999999994,846.2,846.2,211.55,4.0,12.6,0.0158,0.027,0.9639,145.0
11.96,0,1,1.0,-2.4492935982947064e-16,710.9,710.9,64.62727272727273,11.0,8.3,0.0311,0.0338,0.9532,97.0
7.61,0,1,-0.5000000000000004,-0.8660254037844384,625.1,625.1,34.72777777777778,18.0,19.0,0.0197,0.0506,0.8214,156.0
6.13,0,1,0.8660254037844384,-0.5000000000000004,629.9,629.9,31.494999999999997,20.0,24.2,0.0507,0.0376,0.8654,83.0
5.8,0,1,0.5000000000000001,0.8660254037844386,804.1,804.1,53.60666666666667,15.0,12.3,0.0446,0.0402,0.804,158.0
9.45,0,1,0.5000000000000001,0.8660254037844386,1034.8,1034.8,73.91428571428571,14.0,14.1,0.0166,0.0245,0.9279,99.0
9.98,0,1,-0.8660254037844386,-0.5000000000000001,862.9,862.9,287.6333333333333,3.0,6.9,0.0074,0.0218,0.999,84.0
6.62,0,1,0.5000000000000001,-0.8660254037844386,586.3,586.3,30.857894736842102,19.0,14.3,0.0385,0.0556,0.9297,128.0
7.69,0,1,0.8660254037844387,0.49999999999999994,333.4,333.4,27.78333333333333,12.0,10.4,0.0474,0.0285,0.7459,132.0
9.09,0,1,1.0,-2.4492935982947064e-16,703.2,703.2,22.683870967741935,31.0,22.0,0.0398,0.0386,0.7058,74.0
7.39,0,1,0.8660254037844387,0.49999999999999994,669.8,669.8,47.84285714285714,14.0,14.5,0.0525,0.0445,0.8294,93.0
4.41,0,1,0.8660254037844384,-0.5000000000000004,279.3,279.3,9.975,28.0,30.6,0.0421,0.0553,0.8008,16.0
0.24,0,0,-1.0,1.2246467991473532e-16,973.8,973.8,54.099999999999994,18.0,18.8,0.0252,0.0207,0.9369,130.0
4.88,0,1,0.5000000000000001,-0.8660254037844386,402.0,402.0,33.5,12.0,18.6,0.0299,0.0359,0.8218,107.0
15.54,0,1,1.0,-2.4492935982947064e-16,434.8,434.8,17.392,25.0,23.8,0.067,0.0983,0.6983,70.0
6.67,0,1,6.123233995736766e-17,1.0,857.3,857.3,71.44166666666666,12.0,13.7,0.04,0.0066,0.974,103.0
3.85,0,1,0.8660254037844387,0.49999999999999994,354.5,354.5,29.541666666666668,12.0,15.1,0.0379,0.0437,0.871,71.0
7.26,0,1,6.123233995736766e-17,1.0,470.3,470.3,117.575,4.0,10.0,0.0165,0.0152,0.9296,141.0
44.11,1,1,-0.5000000000000004,-0.8660254037844384,2592.0,2592.0,136.42105263157896,19.0,15.1,0.018,0.0232,0.9148,65.0
6.08,0,1,-0.8660254037844386,-0.5000000000000001,614.0,614.0,21.928571428571427,28.0,23.5,0.0556,0.032,0.7559999999999999,64.0
9.56,0,1,6.123233995736766e-17,1.0,929.5,929.5,92.95,10.0,15.1,0.0249,0.0009,0.8898,63.0
5.13,0,1,-0.4999999999999998,0.8660254037844387,893.0,893.0,49.611111111111114,18.0,19.1,0.0055,0.0169,0.8733,104.0
2.66,0,1,0.8660254037844387,0.49999999999999994,415.0,415.0,23.055555555555557,18.0,15.9,0.05,0.072,0.8904,60.0
4.29,0,1,0.8660254037844384,-0.5000000000000004,754.9,754.9,41.93888888888889,18.0,17.4,0.019,0.0571,0.9897,150.0
5.95,0,1,6.123233995736766e-17,1.0,585.9,585.9,97.64999999999999,6.0,9.2,0.026,0.0187,0.9253,87.0
1.64,0,1,-0.5000000000000004,-0.8660254037844384,771.4,771.4,38.57,20.0,12.7,0.039,0.0165,0.8721,77.0
3.52,0,1,0.5000000000000001,0.8660254037844386,569.0,569.0,43.76923076923077,13.0,14.6,0.0298,0.0209,0.8467,209.0
2.7,0,1,-0.5000000000000004,-0.8660254037844384,884.0,884.0,110.5,8.0,11.3,0.0146,0.0,0.9082,192.0
3.99,0,1,0.5000000000000001,0.8660254037844386,1113.0,1113.0,371.0,3.0,3.9,0.0081,0.0627,0.9182,80.0
4.82,0,1,0.8660254037844387,0.49999999999999994,761.2,761.2,36.24761904761905,21.0,21.7,0.04,0.0559,0.8938,131.0
6.69,0,1,-1.8369701987210297e-16,-1.0,745.6,745.6,41.422222222222224,18.0,12.9,0.0082,0.0023,0.9577,75.0
3.51,0,1,-0.8660254037844387,0.49999999999999994,431.3,431.3,14.87241379310345,29.0,21.1,0.0552,0.05,0.7791,97.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,830.3,830.3,33.211999999999996,25.0,20.1,0.0415,0.0531,0.872,21.0
9.36,0,1,1.0,-2.4492935982947064e-16,622.5,622.5,21.46551724137931,29.0,27.3,0.0145,0.0238,0.7841,89.0
15.15,0,1,-0.5000000000000004,-0.8660254037844384,373.5,373.5,14.94,25.0,23.4,0.0411,0.0455,0.7595,105.0
8.63,0,1,-0.4999999999999998,0.8660254037844387,1011.8,1011.8,37.474074074074075,27.0,27.8,0.037,0.0587,0.8442,103.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,819.5,819.5,63.03846153846154,13.0,12.3,0.0381,0.0379,0.9549,120.0
5.55,0,1,-0.4999999999999998,0.8660254037844387,638.9,638.9,49.146153846153844,13.0,8.3,0.0311,0.0338,0.9532,97.0
29.18,1,1,-0.5000000000000004,-0.8660254037844384,710.5,710.5,39.47222222222222,18.0,17.9,0.0362,0.0443,0.8422,64.0
3.32,0,1,-0.8660254037844387,0.49999999999999994,596.9,596.9,54.26363636363636,11.0,20.4,0.0851,0.0685,0.8544,5.0
1.16,0,0,1.0,-2.4492935982947064e-16,989.7,989.7,44.98636363636364,22.0,14.6,0.0,0.0501,0.9673,94.0
1.55,0,1,0.5000000000000001,0.8660254037844386,580.3,580.3,38.68666666666666,15.0,20.9,0.0586,0.0617,0.8787,38.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,593.2,593.2,28.24761904761905,21.0,9.9,0.0,0.0039,0.9141,24.0
8.61,0,1,-0.8660254037844387,0.49999999999999994,418.2,418.2,19.914285714285715,21.0,22.1,0.0286,0.0542,0.8727,171.0
42.8,1,0,-0.8660254037844386,-0.5000000000000001,88.6,88.6,3.4076923076923076,26.0,14.2,0.0158,0.0177,0.9105,152.0
0.0,0,0,-1.0,1.2246467991473532e-16,611.1,611.1,29.1,21.0,14.8,0.0311,0.0258,0.9437,134.0
16.17,0,1,-0.8660254037844387,0.49999999999999994,862.7,862.7,53.91875,16.0,18.8,0.0556,0.0778,0.7641,78.0
7.27,0,1,-0.4999999999999998,0.8660254037844387,947.0,947.0,35.074074074074076,27.0,26.0,0.0424,0.0436,0.8074,75.0
3.73,0,1,-0.8660254037844386,-0.5000000000000001,921.1,921.1,38.37916666666667,24.0,16.5,0.0331,0.0173,0.9243,91.0
5.46,0,1,-0.8660254037844386,-0.5000000000000001,858.6,858.6,37.3304347826087,23.0,20.3,0.0294,0.0329,0.818,88.0
8.34,0,1,-1.0,1.2246467991473532e-16,363.4,363.4,22.7125,16.0,20.7,0.0478,0.036,0.8805,86.0
2.56,0,1,1.0,-2.4492935982947064e-16,1029.1,1029.1,64.31875,16.0,12.9,0.0012,0.0198,0.871,100.0
49.38,1,1,-0.4999999999999998,0.8660254037844387,109.1,109.1,4.196153846153846,26.0,28.3,0.0519,0.0555,0.8292,146.0
5.81,0,1,0.5000000000000001,0.8660254037844386,1084.6,1084.6,63.8,17.0,16.2,0.039,0.038,0.83,144.0
5.01,0,1,0.8660254037844384,-0.5000000000000004,777.0,777.0,43.166666666666664,18.0,16.5,0.0447,0.046,0.8715,84.0
1.68,0,1,-0.8660254037844387,0.49999999999999994,630.3,630.3,63.029999999999994,10.0,15.8,0.0232,0.008,0.9122,181.0
2.62,0,1,-0.5000000000000004,-0.8660254037844384,615.9,615.9,30.794999999999998,20.0,18.1,0.0409,0.0469,0.8334,146.0
8.04,0,1,-0.5000000000000004,-0.8660254037844384,533.0,533.0,23.17391304347826,23.0,29.8,0.0665,0.0659,0.7378,117.0
6.5,0,1,-0.4999999999999998,0.8660254037844387,1049.2,1049.2,116.57777777777778,9.0,13.3,0.0,0.0284,0.9018,177.0
0.54,0,0,-1.8369701987210297e-16,-1.0,776.9,776.9,45.699999999999996,17.0,12.5,0.0278,0.0106,0.8495,176.0
8.22,0,1,-1.8369701987210297e-16,-1.0,849.3,849.3,56.62,15.0,17.2,0.0504,0.0646,0.8579,5.0
8.69,0,1,0.8660254037844384,-0.5000000000000004,653.6,653.6,130.72,5.0,13.4,0.0236,0.0116,0.9194,103.0
6.26,0,1,0.8660254037844384,-0.5000000000000004,935.2,935.2,85.01818181818182,11.0,13.1,0.0293,0.0415,0.8602,145.0
15.88,0,1,0.5000000000000001,-0.8660254037844386,947.3,947.3,32.665517241379305,29.0,29.8,0.0665,0.0659,0.7378,117.0
5.63,0,1,-0.8660254037844386,-0.5000000000000001,971.0,971.0,74.6923076923077,13.0,16.8,0.0352,0.0,0.9393,105.0
9.13,0,1,-0.5000000000000004,-0.8660254037844384,755.6,755.6,30.224,25.0,25.3,0.0398,0.0548,0.8946,95.0
3.21,0,1,0.5000000000000001,0.8660254037844386,656.6,656.6,50.50769230769231,13.0,17.5,0.0471,0.0371,0.9444,132.0
2.3,0,1,0.8660254037844387,0.49999999999999994,622.0,622.0,88.85714285714286,7.0,10.0,0.0138,0.0183,0.8248,125.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,953.0,953.0,63.53333333333333,15.0,11.5,0.0144,0.0299,0.92,116.0
4.65,0,1,-1.0,1.2246467991473532e-16,1309.1,1309.1,62.338095238095235,21.0,15.0,0.0111,0.0098,0.8437,96.0
15.95,0,1,0.5000000000000001,0.8660254037844386,1058.0,1058.0,37.785714285714285,28.0,25.8,0.0695,0.0625,0.7426,100.0
7.56,0,1,0.8660254037844384,-0.5000000000000004,604.8,604.8,27.49090909090909,22.0,13.1,0.0402,0.0384,0.7981,56.0
12.42,0,1,0.5000000000000001,-0.8660254037844386,1076.8,1076.8,269.2,4.0,13.6,0.0393,0.0504,0.8774,134.0
2.61,0,1,-0.4999999999999998,0.8660254037844387,400.7,400.7,23.570588235294117,17.0,19.7,0.0506,0.0421,0.8045,99.0
0.39,0,0,-0.8660254037844387,0.49999999999999994,281.9,281.9,21.684615384615384,13.0,17.5,0.0398,0.053,0.8659,189.0
10.74,0,1,-0.4999999999999998,0.8660254037844387,1321.7,1321.7,66.08500000000001,20.0,15.1,0.0162,0.0107,0.9125,80.0
5.74,0,1,-0.8660254037844386,-0.5000000000000001,1484.3,1484.3,87.31176470588235,17.0,15.8,0.0,0.0183,0.9078,76.0
1.99,0,1,-0.5000000000000004,-0.8660254037844384,748.8,748.8,24.959999999999997,30.0,20.3,0.0094,0.0238,0.9072,138.0
16.84,0,1,-0.5000000000000004,-0.8660254037844384,1156.9,1156.9,289.225,4.0,16.6,0.042,0.0262,0.9721,153.0
7.33,0,1,0.8660254037844384,-0.5000000000000004,678.0,678.0,28.25,24.0,14.8,0.0,0.0422,0.932,100.0
9.44,0,1,-1.8369701987210297e-16,-1.0,1030.4,1030.4,85.86666666666667,12.0,14.2,0.0637,0.0831,0.7142,106.0
15.04,0,1,-0.4999999999999998,0.8660254037844387,1015.0,1015.0,63.4375,16.0,17.2,0.0418,0.0255,0.9725,139.0
10.9,0,1,-0.4999999999999998,0.8660254037844387,543.9,543.9,30.216666666666665,18.0,16.0,0.036,0.0882,0.7606,77.0
11.97,0,1,0.8660254037844384,-0.5000000000000004,461.0,461.0,13.558823529411764,34.0,25.6,0.0399,0.0706,0.8623,71.0
0.0,0,0,1.0,-2.4492935982947064e-16,873.3,873.3,54.58125,16.0,19.7,0.0391,0.0309,0.9886,117.0
18.47,0,1,1.0,-2.4492935982947064e-16,954.5,954.5,86.77272727272727,11.0,24.8,0.0289,0.0618,0.775,31.0
0.0,0,0,6.123233995736766e-17,1.0,547.0,547.0,36.46666666666667,15.0,15.0,0.0294,0.0658,0.9805,79.0
0.0,0,0,-0.8660254037844387,0.49999999999999994,167.4,167.4,12.876923076923077,13.0,10.2,0.0143,0.0437,0.9077,167.0
8.78,0,1,1.0,-2.4492935982947064e-16,341.2,341.2,17.957894736842103,19.0,18.1,0.0271,0.0317,0.9109,32.0
4.75,0,1,0.5000000000000001,0.8660254037844386,841.1,841.1,35.045833333333334,24.0,20.9,0.0266,0.0243,0.863,122.0
0.0,0,0,0.5000000000000001,0.8660254037844386,722.2,722.2,31.400000000000002,23.0,15.9,0.0061,0.0472,0.8751,57.0
8.95,0,1,0.5000000000000001,-0.8660254037844386,773.2,773.2,70.2909090909091,11.0,20.7,0.0304,0.0334,0.885,96.0
13.38,0,1,0.5000000000000001,-0.8660254037844386,842.0,842.0,42.1,20.0,15.7,0.0297,0.0198,0.7574,110.0
15.54,0,1,1.0,-2.4492935982947064e-16,855.7,855.7,285.23333333333335,3.0,11.1,0.0467,0.0623,0.8137,97.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,875.0,875.0,29.166666666666668,30.0,23.4,0.0332,0.0527,0.8220000000000001,143.0
6.03,0,1,1.0,-2.4492935982947064e-16,578.7,578.7,34.04117647058824,17.0,20.3,0.0484,0.0222,0.7172,91.0
4.85,0,1,-0.4999999999999998,0.8660254037844387,1048.2,1048.2,87.35000000000001,12.0,15.8,0.0,0.0399,0.9159,206.0
5.45,0,1,-1.0,1.2246467991473532e-16,231.0,231.0,6.794117647058823,34.0,32.5,0.0316,0.0793,0.691,108.0
10.44,0,1,-0.8660254037844387,0.49999999999999994,963.6,963.6,68.82857142857144,14.0,20.1,0.0632,0.0501,0.8435,118.0
9.87,0,1,0.8660254037844384,-0.5000000000000004,985.9,985.9,49.295,20.0,18.9,0.0405,0.0183,0.7923,135.0
9.44,0,1,0.5000000000000001,-0.8660254037844386,642.2,642.2,40.1375,16.0,15.9,0.0397,0.0693,0.8401,87.0
3.38,0,1,-1.0,1.2246467991473532e-16,1191.9,1191.9,91.6846153846154,13.0,8.9,0.0126,0.0169,0.92,149.0
8.86,0,1,-0.5000000000000004,-0.8660254037844384,673.8,673.8,134.76,5.0,10.0,0.0044,0.022,0.9564,142.0
0.21,0,0,-0.4999999999999998,0.8660254037844387,666.0,666.0,24.666666666666668,27.0,15.4,0.026,0.051,0.8829,135.0
0.0,0,0,-1.0,1.2246467991473532e-16,703.0,703.0,26.037037037037038,27.0,13.3,0.0309,0.0635,0.9453,102.0
4.75,0,1,0.5000000000000001,0.8660254037844386,1147.9,1147.9,57.395,20.0,12.6,0.0,0.0321,0.9627,63.0
7.87,0,1,1.0,-2.4492935982947064e-16,530.7,530.7,24.122727272727275,22.0,18.9,0.0903,0.0536,0.7893,84.0
5.64,0,1,-0.8660254037844387,0.49999999999999994,1174.4,1174.4,61.81052631578948,19.0,19.7,0.0257,0.0356,0.8021,84.0
5.7,0,1,-0.8660254037844387,0.49999999999999994,420.0,420.0,52.5,8.0,9.9,0.0,0.0039,0.9141,24.0
0.0,0,0,6.123233995736766e-17,1.0,1246.5,1246.5,124.65,10.0,12.9,0.0229,0.0136,0.9341,48.0
7.27,1,1,-0.8660254037844387,0.49999999999999994,1864.2,1864.2,124.28,15.0,18.6,0.0578,0.0424,0.8171,77.0
10.07,0,1,-0.8660254037844387,0.49999999999999994,1258.6,1258.6,89.89999999999999,14.0,12.1,0.0474,0.0256,0.8781,160.0
6.4,0,1,-1.8369701987210297e-16,-1.0,540.6,540.6,27.03,20.0,15.1,0.0191,0.0191,0.9803,98.0
0.62,0,0,1.0,-2.4492935982947064e-16,485.7,485.7,44.154545454545456,11.0,18.8,0.0252,0.0207,0.9369,130.0
6.53,0,1,-1.8369701987210297e-16,-1.0,753.4,753.4,37.67,20.0,23.9,0.0536,0.0576,0.7882,66.0
0.0,0,0,-1.0,1.2246467991473532e-16,389.9,389.9,13.924999999999999,28.0,29.2,0.0492,0.0669,0.7839,67.0
11.43,0,1,0.8660254037844387,0.49999999999999994,698.8,698.8,25.88148148148148,27.0,27.8,0.0788,0.1041,0.6899,55.0
7.12,0,1,-1.8369701987210297e-16,-1.0,798.4,798.4,266.1333333333333,3.0,8.5,0.0106,0.0101,0.9406,94.0
0.82,0,0,0.5000000000000001,0.8660254037844386,736.6,736.6,38.76842105263158,19.0,15.3,0.0,0.0232,0.9371,129.0
32.11,1,0,0.5000000000000001,-0.8660254037844386,124.5,124.5,6.225,20.0,19.5,0.0552,0.044,0.922,149.0
0.0,0,0,0.5000000000000001,0.8660254037844386,799.8,799.8,49.9875,16.0,18.4,0.0066,0.0598,0.919,104.0
6.86,0,1,0.8660254037844387,0.49999999999999994,806.0,806.0,89.55555555555556,9.0,12.5,0.0278,0.0106,0.85,176.0
1.29,0,0,-0.5000000000000004,-0.8660254037844384,320.7,320.7,12.828,25.0,15.6,0.024,0.0165,0.8963,127.0
9.17,0,1,-0.8660254037844386,-0.5000000000000001,810.0,810.0,38.57142857142857,21.0,20.3,0.0534,0.058,0.732,165.0
5.9,0,1,-1.0,1.2246467991473532e-16,1220.9,1220.9,40.69666666666667,30.0,20.2,0.0544,0.0906,0.8518,80.0
45.93,1,1,6.123233995736766e-17,1.0,159.4,159.4,53.13333333333333,3.0,8.8,0.0246,0.0242,0.8494,179.0
3.43,0,1,0.5000000000000001,0.8660254037844386,800.6,800.6,61.58461538461539,13.0,18.1,0.0518,0.0744,0.8159,105.0
11.45,0,1,0.5000000000000001,0.8660254037844386,1007.3,1007.3,53.01578947368421,19.0,20.9,0.0185,0.04,0.9193,135.0
3.75,0,1,0.5000000000000001,0.8660254037844386,652.0,652.0,21.032258064516128,31.0,22.1,0.0298,0.0402,0.9717,79.0
2.11,0,1,0.8660254037844384,-0.5000000000000004,649.4,649.4,54.11666666666667,12.0,13.6,0.015,0.0307,0.9301,71.0
