Unnamed: 0,material_code,material_category,unit_cost,lead_time_days,reorder_level,supplier_on_time_rate,as_of_date,quantity_on_hand,forecast_demand_next_30_days,actual_demand_next_30_days,stockout_within_lead_time,notes
38435,MAT-01655,Trims,10.56,22,110.9,0.7862,2025-05-21,70.9,121.5,137.74,1,
23557,MAT-00763,Dye Chemicals,0.74,3,131.9,0.866,17-Aug-2024,61.291917040612034,103.6,87.0138256014028,0,
1456,MAT-00521,buttons,6.39,18,143.2,86.1%,03/01/2023,291.7,121.9,137.0,0,urgent
37317,MAT-00246,packaging,2.35,16,128.2,0.9841,03-Oct-2024,196.1,112.3,181.04,0,
9053,MAT-01808,buttons,0.92,15,213.5,,01-08-2024,316.8,109.8,170.39,0,
41930,MAT-00617,trims,3.65,29,96.0,0.99,2025-01-16,24.9,57.8,46.6,1,
40941,MAT-01851,buttons,$0.98,8,173.6,0.9045,06-12-2024,174.8,113.0,115.98,0,
32858,MAT-02426,buton,1.31,22,163.2,0.8467,30-Oct-2024,345.8,123.2,124.59,0,
31827,MAT-02045,buttons,3.17,22,165.7,0.937,11-11-2024,402.2,168.1,143.51,0,
13946,MAT-02709,thread,$2.82,11,208.8,0.9005,2024-05-29,286.8,165.4,157.8,0,
22002,MAT-01391,buttons,4.19,11,153.5,0.9558,2023-04-24,59.6,164.8,86.49,1,urgent
36192,MAT-01187,fabric,$5.73,22,98.5,0.9797,10-07-2023,48.4,163.6,123.49,1,
3166,MAT-02856,fabric,3.38,23,209.8,0.9787,28-Dec-2023,460.9,313.5,212.53,0,
15477,MAT-02503,zippers,$5.63,9,191.8,0.99,25/05/2025,308.7,70.3,67.8,0,
24455,MAT-00359,zippers,0.99,3,143.1,0.7697,04-Jun-2024,69.0,164.9,134.2,0,
7215,MAT-01546,packaging,1.8,38,139.2,0.8662,2023-02-17,80.6,134.0,96.01,0,
24332,MAT-02644,dyechemicals,1.69,16,118.0,0.7656,31/01/2025,112.3,105.8,109.55,1,
18325,MAT-01020,zippers,2.09,26,273.9,85.3%,02-Apr-2025,202.4,182.6,178.47,0,
7593,MAT-01440,dye_chemicals,1.46,17,327.1,0.9202,29/05/2025,476.1,190.6,181.0,0,
13664,MAT-02285,trims,0.6,16,200.0,0.7526,19-May-2025,354.7,142.3,131.04,0,
42926,MAT-01021,zippers,7.3,19,265.0,0.8,05-01-2023,80.3,133.1,174.63,0,
42797,MAT-02778,dye_chemicals,0.85,3,145.3,0.6989,15-May-2023,158.9,105.2,119.08,0,
3512,MAT-01684, fabric,3.37,30,100.6,99.0%,11-08-2023,101.3,56.3,76.06,0,
9612,MAT-02837,trims,5.53,21,176.6,0.8631,09/08/2023,156.5,262.8,287.66,0,
16990,MAT-00810,thread,1.94,18,65.8,0.7705,07/11/2023,110.1,68.3,49.28,0,
41986,MAT-01436,dye_chemicals,1.29,12,191.9,0.9032,08-05-2023,250.8,124.2,169.54,0,
7381,MAT-02213,thread,,17,154.3,0.7899,29/11/2023,254.5,121.0,99.74,0,
2286,MAT-01654,zippers ,$2.28,10,253.8,78.9%,21/07/2023,406.9,122.2,127.45,0,
19239,MAT-01490,packaging,5.78,22,151.0,0.99,2024-11-14,0.0,196.0,164.58,1,
42201,MAT-01839,thred,2.45,6,131.8,0.7569,02-22-2025,92.5,88.9,57.14,0,
11969,MAT-02678,packaging,$5.41,19,257.1,0.9149,06-Dec-2024,249.0,173.0,207.47,0,see email
10848,MAT-02960,zippers,7.64,20,86.6,0.7103,28/04/2024,166.7,24.0,25.89,0,
19087,MAT-01783,zippers,$2.47,7,174.3,0.99,11-Dec-2024,0.0,140.7,133.7,1,
34568,MAT-02885,dyechemicals,1.78,22,232.9,0.99,01-14-2025,685.5,128.7,204.74,0,
21810,MAT-02390,zippers,$3.46,18,163.3,0.99,04-15-2024,461.6,66.6,110.48,0,
2759,MAT-00819,trims,3.74,27,156.4,0.8115,05-19-2025,140.0,66.0,62.48,0,
36688,MAT-02529,packaging,11.28,10,152.0,0.9457,11/09/2024,157.5,82.3,60.76,0,
35643,MAT-01878,buttons,1.44,3,184.8,0.9407,2023-05-04,-273.4,117.3,83.69,0,
19546,MAT-01402,fabric,3.57,6000,112.9,75.0%,2023-08-27,127.6,154.7,159.49,0,
22432,MAT-00700,dye_chemicals,$3.72,11,111.6,0.8698,18-Jun-2025,177.4,70.7,78.74,0,urgent
7028,MAT-01408,buttons,,11,85.0,0.6639,10/02/2024,145.8,81.6,89.88,0,
41545,MAT-01062,thread,1.61,19,56.2,0.9253,03/10/2024,60.4,56.3,60.48,0,
32908,MAT-01398,packaging,1.81,7,113.9,0.99,06/07/2023,212.4,74.8,113.1,0,
39003,MAT-00699,BUTTONS,7.2,25,124.7,0.8813,06-01-2024,104.3,61.4,63.07,0,
25115,MAT-00491,buttons,4.56,8,230.8,0.6228,2025/01/21,371.4,111.3,110.9,0,
2970,MAT-00406,zippers,2.93,31,196.4,0.7402,2025-04-10,192.9,104.7,139.95,0,
20462,MAT-01823,fabric,2.0,12,239.2,0.9761,11-02-2024,69.9,230.3,212.03,0,
5404,MAT-01437,zippers,1.07,20,17.4,0.8337,2023/06/16,23.0,25.2,35.26,1,
17145,MAT-00456,thread,0.91,19,197.3,0.7158,06/05/2024,246.0,98.4,86.45,1,
20243,MAT-02000,buttons,5.17,34,228.4,82.0%,31-May-2024,658.2,164.0,118.95,0,
27583,MAT-01498,fabric,1.41,20,208.7,86.3%,09/09/2023,308.4,274.2,231.63,1,
40654,MAT-00414,packaging,4.96,11,173.6,0.99,27-Oct-2023,285.5,274.6,239.99,0,
11055,MAT-00713,trims,4.9,6,140.3,84.6%,2023/01/25,427.9,146.6,138.94,0,
39353,MAT-02865,fabric,1.88,24,253.3,0.7925,26/07/2024,240.6,82.8,146.95,0,phone confirmed
39395,MAT-01077,fabric,5.0,23,156.6,0.6896,2024/05/24,145.8,92.3,104.2,0,
2317,MAT-02730,fabric,0.95,23,178.3,0.8853,2024/10/24,492.6,72.1,,0,
18358,MAT-01452,trims,0.7,15,249.3,0.7468,2024-03-02,158.1,92.7,101.51,0,
751,MAT-02821,trims,$4.11,8,144.1,0.7143,04-26-2025,211.2,90.4,84.08,0,
32239,MAT-02794,buttons,7.54,22,111.7,,04-26-2023,147.0,45.8,59.53,0,
38707,MAT-02544,buttons,2.35,30,211.4,0.7916,27-Feb-2024,368.8,153.0,169.25,0,
38025,MAT-01118,Thread,2.46,26,71.4,,13-May-2023,,65.8,57.51,0,
35317,MAT-02855,packaging,2.56,32,168.6,0.803,25-Mar-2025,237.3,79.9,65.31,0,
16445,MAT-02887,buton,3.29,13,108.8,0.7747,2023-02-26,56.7,66.4,73.72,0,
4411,MAT-01890,zippers,1.96,23,183.4,0.6976,03/09/2023,309.5,119.0,127.47,0,
12556,MAT-02390,zippers,3.46,18,163.3,0.99,04-Dec-2024,332.8,182.7,99.32,0,
26637,MAT-01002, packaging,2.91,17,115.6,0.9333,05-21-2025,220.4,89.0,89.03,0,
42763,MAT-00205,trims,3.25,15,152.3,0.7616,2024/02/25,0.0,109.9,144.43,1,
22379,MAT-02918,fabric,1.51,30,121.0,,13-Jan-2023,-160.8,111.9,120.05,0,
16979,MAT-02015,trims,1.99,23,198.4,0.8935,11-18-2024,0.0,203.0,150.65,1,
40071,MAT-00970,fabric,5.35,18,113.1,0.7794,2024-02-19,293.6,37.1,50.39,0,
44196,MAT-00232,buttons,7.27,20,198.5,0.8225,2023-04-01,53.8,123.5,83.23,1,
4658,MAT-02718,Thread,3.1,21,277.7,95.2%,23-May-2024,276.8,162.3,110.97,0,
44154,MAT-01000,THREAD,7.05,7,97.3,0.9345,2024-07-21,109.4,84.7,92.3,0,
20094,MAT-01867,fabric,6.03,12,281.4,0.9074,2024-03-24,951.3,179.6,175.36,0,
19156,MAT-00917,zippers,1.48,27,235.5,0.8297,01-31-2023,380.8,149.5,165.67,0,
22131,MAT-01876,packaging,0.52,12,169.7,95.7%,2023-12-08,246.3,114.1,122.26,0,
8695,MAT-02084,zippers,4.15,15,47.7,0.7925,2024-01-02,,56.8,45.6,1,
43248,MAT-00659,Zippers,8.03,27,80.4,0.881,13-Mar-2025,36.1,28.8,20.48,0,
23224,MAT-01858,fabric,$2.10,18,238.2,0.99,01-26-2025,358.3,89.6,106.03,0,
12037,MAT-00643,zippers,,15000,204.5,81.9%,2023-04-06,41.8,184.6,182.27,1,
31152,MAT-00963,packaging,,18,173.8,0.727,04-May-2024,122.56828034370318,143.9,,0,
25034,MAT-01016,Buttons,2.23,10,122.2,0.8196,2023-09-07,161.5,76.7,,0,
32107,MAT-02246,thread,1.42,21,141.0,0.6838,10-Apr-2025,0.0,94.1,86.1,1,
39117,MAT-01677,dye_chemicals,1.5,24,214.1,0.8321,03/07/2024,387.3,191.5,85.51,0,urgent
23155,MAT-02177,TRIMS,$0.92,29,192.2,0.7531,24/04/2024,228.1,182.5,187.49,0,
27165,MAT-02728,buttons,5.25,20,140.4,0.9808,02-08-2024,162.6,99.2,88.34,0,
1608,MAT-02194,dye_chemicals,0.6,12,140.2,90.2%,2023/01/21,99.1,49.4,53.95,0,
42910,MAT-00604,thread,4.76,21,215.7,86.7%,2025/03/11,498.5,141.3,167.6,0,
43336,MAT-02159,thread,1.17,13,113.3,0.9314,2024/05/19,137.0,72.4,81.97,0,urgent
25906,MAT-00569,trims,1.05,8,227.9,0.7952,2023/02/19,296.2,118.2,171.13,0,
5319,MAT-01200, thread,1.05,18,199.2,0.8737,09-21-2024,295.2,167.2,115.21,0,
22612,MAT-00725,trims,,15,162.6,0.7211,2025/02/15,344.2,94.0,47.86,0,
3304,MAT-00493,fabric,0.65,33,227.6,0.736,01-22-2023,395.6,129.5,154.68,0,urgent
21342,MAT-00428,fabric,3.51,27,254.0,0.8954,11-09-2024,495.5,156.6,111.76,0,
14138,MAT-02632,packaging,5.2,29,75.9,0.7846,27-May-2023,110.1,47.6,49.71,0,
40916,MAT-00988,buttons,1.98,18,55.0,0.9248,2023-02-13,130.0,49.0,58.0,0,urgent
16538,MAT-01644,zippers,1.65,17,290.4,0.8968,03-26-2025,147.0,150.4,139.6,0,urgent
32298,MAT-00528,trims,14.04,17,108.5,0.8307,2024-03-03,199.9,117.2,153.75,0,
5991,MAT-01255,buttons,15.17,15,192.3,0.9397,2024/07/16,0.0,60.9,58.85,1,
36556,MAT-02918,fabric,1.51,30,121.0,0.8039,18-May-2025,0.0,101.1,114.81,1,
21305,MAT-01003,dye_chemicals,4.37,29,101.7,0.99,05/09/2024,251.9,51.9,60.92,0,
7996,MAT-02305,trims,$3.00,11,204.1,0.6922,2024-12-16,78.3,156.4,113.42,0,
26153,MAT-02770,zippers,$0.84,21,76.4,0.5339,04-11-2025,75.0,88.4,76.6,1,
16985,MAT-02867,zipers,7.14,14,141.2,0.8655,23-Apr-2025,209.9,72.3,63.84,0,
43275,MAT-00120,dye_chemicals,1.09,21,130.8,0.5203,09-27-2024,354.0,118.6,150.3,0,
28806,MAT-02387,buttons,3.27,17,206.0,0.9063,05/02/2025,355.9,168.2,77.62,0,TBC
908,MAT-00547,buttons,1.3,25,180.3,0.6489,03-Feb-2023,637.0,127.3,76.88,0,
25532,MAT-02128,trims,3.27,18,105.7,0.7323,2023/06/02,123.2,33.2,42.45,0,
17840,MAT-00421,fabric,7.74,17,50.4,94.3%,01-09-2025,33.5,85.8,77.66,0,
26058,MAT-00039,dye_chemicals,2.56,11,93.2,0.8562,10-Jul-2023,117.5,153.9,152.76,0,
1816,MAT-00276,zippers,$3.39,5,55.9,0.7415,06-15-2025,62.3,67.4,53.61,0,
30900,MAT-02719,zippers,$1.53,23,155.6,0.7803,11-Feb-2024,,88.2,46.51,0,
26434,MAT-02084,zippers,4.15,15,47.7,0.7925,12-21-2024,22.3,98.1,66.11,1,
28451,MAT-02549,buttons,2.23,30,134.1,,09-15-2023,115.0,139.1,90.42,1,
19937,MAT-00382,zippers,2.57,14,197.7,0.8754,01-08-2024,61.0,92.4,126.89,1,n/a
13777,MAT-01495,zippers,0.61,12,131.8,0.7418,23/07/2024,111.2,86.5,48.63,0,
24645,MAT-02320,dye chemicals,2.27,21,117.5,0.9139,2023/01/16,301.9,77.2,45.14,0,
33402,MAT-01535,packaging,$13.95,16,174.0,0.8701,2023/02/08,212.3,126.4,129.94,0,
38433,MAT-00596,trims,7.94,19,127.2,,10-02-2024,233.5,72.1,94.9,0,
21922,MAT-00235,thread,,14,124.0,0.8713,28/04/2023,269.6,135.6,148.1,0,
24891,MAT-00850,dye_chemicals,3.99,15,190.6,0.9239,10-06-2024,359.8,224.1,133.81,0,
39444,MAT-00101,thread,2.89,22,144.9,0.8704,2023-10-22,192.1,115.6,74.03,0,
33686,MAT-01208,buttons,$1.26,8,187.3,0.9798,2023/06/24,290.2,185.6,182.04,0,
42661,MAT-00425,thread,$4.40,27,187.1,0.99,09/01/2024,95.3,79.0,86.4,0,
10756,MAT-00255,BUTTONS,0.65,30,207.8,0.8676,2023-07-25,500.2,119.1,132.71,0,
33800,MAT-00140,thread,$2.55,13,119.9,0.8702,21/09/2024,263.1,87.3,80.65,0,
5223,MAT-00872,thread,$0.81,15,199.5,0.8092,02/11/2024,0.0,107.4,93.87,1,
14691,MAT-00250,thread,$7.96,3,119.4,0.8651,2024/03/26,99.7,137.8,135.05,0,
6277,MAT-00624,trims,2.61,23,193.3,88.2%,2023-09-29,341.3,246.1,242.14,0,
36073,MAT-02761,buttons,3.95,9,226.2,0.87,04-Mar-2024,220.0,160.0,148.47,0,
36991,MAT-01466,thread,0.73,10,112.1,0.99,2023-10-13,125.8,46.4,34.31,0,
44054,MAT-02849,Fabric,2.06,18,81.8,0.7287,11-Apr-2023,131.5,37.8,51.77,0,
33306,MAT-01267,fabric,9.65,21,115.4,0.8414,21-Jul-2023,156.6,91.3,75.53,0,
22567,MAT-00078,trims,1.95,15,95.9,0.9443,26/10/2023,94.1,97.6,87.33,1,
28158,MAT-01088,buttons,1.69,25,31.4,0.99,2023-08-19,43.6,93.4,110.61,1,
33700,MAT-00578,Buttons,3.28,12,140.2,0.9502,2023/01/25,130.6,67.1,80.69,0,
31699,MAT-01117,packaging,$1.14,13,144.3,0.7459,22-Dec-2024,255.2,118.2,123.29,1,
34019,MAT-01159,fabric,0.9,28,212.2,0.6966,02-06-2024,94.0,63.6,67.46,1,
40660,MAT-00167,trims,9.11,25,177.8,0.99,2024-04-04,296.6,74.2,126.19,0,
24862,MAT-00581,thread,1.43,24,125.7,0.8322,2024/01/08,89.6,91.2,98.89,1,re-check qty
33921,MAT-00361,thread,6.53,23,90.5,,06-10-2024,,54.7,93.68,0,
32881,MAT-02624,fabric,2.73,8,159.1,83.8%,06-13-2025,163.4,110.7,90.12,0,
7016,MAT-00992,buttons,5.99,21,205.2,62.4%,01-09-2024,101.1,149.4,200.57,1,
32642,MAT-01740,Thread,3.96,28,130.8,0.7944,02-02-2025,249.2,61.2,56.26,0,
26983,MAT-01749,fabric,6.72,27,104.9,0.9811,27-Mar-2024,213.2,58.7,46.06,0,
34914,MAT-00530,buttons,0.84,10,138.9,61.5%,24/02/2023,178.8,74.3,87.33,0,
22624,MAT-01168,zippers,6.56,21,152.4,0.99,14-Dec-2024,192.4,123.6,207.92,0,
19232,MAT-02156,PACKAGING,0.53,-7,239.3,0.7701,08-27-2023,-0.0,114.6,145.53,1,
35890,MAT-01087,trims,4.9,25,167.0,0.8006,2025/01/06,455.2,98.0,63.9,0,
13218,MAT-00040,BUTTONS,$1.36,12,176.4,0.9211,11-13-2024,358.2,194.9,221.83,0,
27042,MAT-01863,buttons,$2.41,7,83.2,0.99,2024/01/26,119.9,71.1,66.36,0,
35121,MAT-00490,trims,2.09,22,203.3,0.7809,10/01/2024,0.0,94.5,88.9,1,
32985,MAT-02825,thred,2.25,8,140.0,0.7818,2025-06-05,75.8,66.4,66.24,0,
39779,MAT-02191,BUTTONS,0.92,3,175.6,71.2%,28/11/2024,230.1,208.5,79.38,0,n/a
44124,MAT-02383,fabric,13.17,20,162.2,0.944,01-Feb-2023,108.2,99.0,96.25,0,
27409,MAT-01194,buttons,1.34,13,75.0,0.7295,2025/04/09,191.4,56.0,54.03,0,
9985,MAT-02252,Fabric,$3.33,24,174.6,0.6673,2023/07/17,0.0,49.1,70.51,1,
43345,MAT-01733,packaging,3.58,6,127.1,0.8067,23-Nov-2024,141.6,120.6,126.08,0,
44677,MAT-00941,zipers,2.63,20,182.1,0.99,11-Nov-2024,218.9,148.1,138.2,0,
29476,MAT-01894,thread,37.64,27,136.3,0.6683,04-07-2025,214.3,88.2,114.55,0,
24008,MAT-01486,TRIMS,1.39,16,193.5,0.7806,2024/12/24,0.0,254.0,275.97,1,
27708,MAT-02096,buttons,5.07,16,194.7,0.9633,24/01/2025,,136.3,126.05,0,
30267,MAT-00119,trims,0.87,14,184.8,0.8105,2023/11/30,171.7,190.9,181.45,0,see email
28439,MAT-02510,packaging,0.67,25,62.7,0.8863,01/11/2024,74.6,83.2,78.34,0,urgent
25257,MAT-02443,dye_chemicals,2.09,10,84.6,0.99,2024-01-05,,75.7,57.43,0,
43464,MAT-00451,fabric,1.48,17,189.9,0.6581,2025/02/08,360.3,69.5,61.84,0,
36898,MAT-01929,thred,1.47,13,203.4,0.6485,2023/03/10,495.0,72.1,63.48,0,
27242,MAT-01216,buttons,2.77,18,89.6,0.8036,2024-08-23,301.9,138.3,102.47,0,
32090,MAT-00755,packaging,1.72,17,274.7,0.8268,14-Mar-2024,942.1,176.4,215.65,0,
42418,MAT-01966,dye_chemicals,2.92,23,202.4,0.7209,26-Sep-2023,167.7,245.9,245.56,1,
13333,MAT-00619, fabric,2.1,16,91.0,0.8895,30/06/2023,169.3,63.6,49.35,0,
39877,MAT-02074,trims,$1.33,15,125.2,0.9439,12-17-2023,69.1,149.8,125.13,1,
30495,MAT-02407, thread,$7.07,24,139.8,0.9563,15/06/2023,0.0,112.3,102.51,0,
21313,MAT-01620,thread,1.45,12,117.3,85.4%,07/04/2025,303.6,52.4,49.51,0,
37764,MAT-01237,zippers,3.85,25,130.0,0.9008,16-Oct-2024,128.9,190.2,179.53,0,
15505,MAT-00595,dye_chemicals,1.31,20,192.0,0.8479,2023/10/20,8.9,240.1,226.0,1,
13152,MAT-00681,buttons,6.94,10,136.8,0.7897,07-08-2024,239.1,59.8,66.35,0,
33422,MAT-02992,zippers ,0.59,23,93.1,0.9247,2023-02-12,230.3,29.7,39.51,0,
32752,MAT-01690,dye_chemicals,$0.76,22,278.1,0.9685,21/02/2023,468.0,178.2,187.51,0,
2546,MAT-00590,buttons,7.96,33,205.9,,2024/01/22,350.3,172.3,94.95,0,
7131,MAT-02783,BUTTONS,1.14,16,207.2,0.971,06-Nov-2023,107.4,121.3,120.86,0,
31220,MAT-00212,packaging,1.05,21,235.8,0.8352,27/05/2023,174.9,123.1,88.02,0,
19048,MAT-00159,DYE-CHEMICALS,$2.73,4,165.6,0.8477,28-Nov-2024,194.8,59.0,71.73,0,
3281,MAT-02722,zippers,1.35,16,128.6,0.7704,05-28-2023,88.4,32.4,37.81,0,
36594,MAT-02709,thread,2.82,11,208.8,0.9005,03-13-2023,135.10275185522127,171.2,137.3133156398168,0,
23316,MAT-01205,trims,4.45,34,125.9,0.7065,2023-06-08,-0.0,67.4,39.97,1,
12336,MAT-00502,zippers,1.5,20,133.6,0.8686,2023/06/26,125.5,81.8,,0,
23523,MAT-02630,buttons,5.68,22,134.3,0.8463,2024-09-11,315.1,221.5,170.21,0,
7323,MAT-00676,zippers ,7.96,26,51.9,0.6157,22/05/2024,51.2,55.2,48.8,0,
14894,MAT-02097,thread,2.02,10,155.7,0.6177,22/08/2023,528.4,134.1,178.83,0,
13225,MAT-00394,thread,$1.62,16,147.3,0.6272,2024/07/05,148.9,136.1,89.44,0,
43089,MAT-01992,PACKAGING,1.11,19,190.5,,24/02/2025,0.0,130.0,148.77,1,
39873,MAT-02426, buttons,1.31,22,163.2,0.8467,14/04/2024,372.8,64.9,89.7,0,
15937,MAT-00530,buttons,0.84,10,138.9,0.6146,07-07-2024,277.6,85.5,108.59,0,
35539,MAT-01356,buttons,$10.66,21,196.0,0.6234,23/09/2024,416.5,83.2,67.56,0,
24518,MAT-00492,thread,4.86,23,225.0,0.8953,2024/03/30,385.2,113.2,130.17,0,
25600,MAT-01740,thread,3.96,28,130.8,0.7944,27-Jan-2025,214.6,59.4,70.11,0,
33217,MAT-01553,fabric,12.79,10,231.7,0.9545,2025/04/12,201.6,138.0,168.13,0,
24227,MAT-01190,dye chemicals,1.79,28,182.7,,01-13-2024,270.8,98.8,83.4,0,
29910,MAT-00316,trims,0.46,15,113.2,0.7702,06-14-2024,236.8,138.7,124.52,0,
25347,MAT-01438,trims,5.13,8,140.0,0.7625,06-16-2024,196.6,57.7,74.3,0,
13937,MAT-00348,trims,2.76,18,219.9,0.8474,31/10/2024,246.9,164.6,129.52,0,
12905,MAT-02216,buttons,4.6,20,130.6,0.7592,03-Jan-2025,253.7,55.3,54.82,0,
334,MAT-01870,THREAD,3.27,3,179.0,0.5523,2023-02-12,,111.0,97.01,0,
28954,MAT-02090, trims,3.62,25,208.2,0.8594,2025-03-18,476.5,79.0,68.58,0,
9495,MAT-00505,thread,0.63,26,55.6,88.0%,08/07/2024,107.8,59.6,58.21,0,
35128,MAT-00266, buttons,2.81,25,174.3,0.5767,2023/03/17,509.6,72.3,86.33,0,
33508,MAT-00379,thread,2.48,5,146.1,99.0%,23/12/2023,41.8,223.3,,0,
39149,MAT-02394,packageing,1.45,29,224.8,0.6295,2024/04/18,30.9,192.2,159.71,1,
16779,MAT-00111,zippers,17.27,16,182.9,80.0%,03-Jan-2025,317.5,53.9,71.71,0,
10394,MAT-00750,thread,0.92,5,171.9,0.8508,01/01/2024,153.6,150.0,130.71,0,
28287,MAT-01491,DYE-CHEMICALS,3.71,12,130.5,91.9%,26-Sep-2023,224.2,119.0,90.73,0,
4251,MAT-02807,fabric,1.26,33,64.0,0.8617,2024-08-20,114.6,56.5,67.43,0,
25564,MAT-00436,zippers,$6.03,12,179.5,81.0%,29-Jun-2024,8.9,73.4,92.1,0,
13797,MAT-00145,buttons,0.54,15,189.9,0.6181,2024/02/18,499.1,84.1,53.04,1,
40624,MAT-02093,Thread,2.95,12,125.8,0.8495,2024/06/16,34.0,86.1,92.81,1,
36646,MAT-01464,fabric,0.49,16,181.0,0.805,11-12-2024,115.8,159.4,266.86,0,
27556,MAT-02364,thread,5.36,21,188.2,0.9727,2023-01-13,657.9,101.6,126.11,0,
23585,MAT-01636,febric,3.89,17,130.6,0.6518,04-20-2024,334.9,84.7,85.43,0,
43765,MAT-02599,Fabric,2.08,12,280.4,0.724,2023/09/28,523.6,244.7,302.27,0,
30321,MAT-00614,BUTTONS,2.1,24,252.4,0.7668,2024/03/14,491.4,90.3,94.14,0,
39333,MAT-00942, packaging,2.39,25,114.4,0.99,2024-03-21,328.2,24.3,26.8,0,
11986,MAT-00668,Dye Chemicals,4.08,24,208.7,0.7652,07-25-2023,366.3,119.2,133.76,0,
15333,MAT-01682,packaging,3.99,19,116.2,0.99,06-May-2025,,55.7,65.21,0,
18479,MAT-00002,fabric,9.08,13,164.5,0.8226,2024/09/21,158.8,115.5,116.8,0,
12023,MAT-02393,dye chemicals,6.14,17,132.5,0.8214,2024/06/11,430.3,56.6,47.11,0,
8999,MAT-02880,trims,0.97,14,190.5,0.8473,24/05/2024,290.2,64.2,61.16,1,
23073,MAT-02640,packaging,0.67,25,186.5,0.8545,2025-03-09,548.8,116.4,97.14,0,
25550,MAT-00169,dye_chemicals,1.23,14,62.8,0.7712,26-Apr-2025,0.0,113.2,119.18,1,
19596,MAT-00094, trims,2.45,20,95.3,0.8415,02-04-2025,157.7,84.9,76.69,0,
6735,MAT-01137,fabric,7.89,15,113.8,0.6377,08-17-2023,174.7,107.9,163.3,0,
31495,MAT-02281,thread,1.05,22,223.2,0.8295,2023-06-07,288.7,130.4,132.55,0,
43529,MAT-02618,fabric,7.4,27,191.5,0.7489,02-17-2025,15.2,86.4,114.75,1,
2820,MAT-00446,thread,3.88,16,163.6,0.6233,28-Jul-2024,86.9,104.2,82.69,0,
30328,MAT-02530,Trims,0.84,7,197.1,0.7984,2024/12/30,378.0,118.7,111.88,0,
7579,MAT-01355,packaging,1.73,25,270.7,89.7%,29/07/2024,342.9,199.8,128.49,0,
18971,MAT-01495,zippers,$0.61,12,131.8,0.7418,18/05/2024,0.0,69.8,73.94,1,
40295,MAT-01213,fabric ,5.1,24,42.4,0.7425,09-17-2023,85.6,44.7,51.97,0,
25482,MAT-01625,trims,2.24,14,130.3,0.9026,2024/05/21,153.8,76.0,50.86,1,
15783,MAT-00826,Trims,3.53,24,143.4,0.99,2023/02/12,257.4,159.8,152.03,0,
2981,MAT-01908,fabric,1.96,34,197.3,0.99,2023/01/26,69.2,75.0,103.56,0,see email
42111,MAT-00353,dye_chemicals,$2.38,11,116.6,0.6864,07-30-2023,139.7,57.6,60.98,1,
16837,MAT-00807,trims,6.92,18,189.9,0.99,03-28-2023,126.9,90.2,99.71,0,
22993,MAT-02919,fabric,2.6,18,119.0,0.8782,2023-08-15,159.2,144.4,161.93,0,
44402,MAT-00900,Zippers,$2.44,4,181.8,73.1%,10-05-2023,245.8,295.5,208.91,0,
39467,MAT-02938,trims,4.38,17,118.4,0.8252,08-16-2023,127.2,134.6,101.75,0,
39674,MAT-00084,Fabric,$12.64,23,155.3,0.9553,03-03-2023,80.2,151.3,115.57,1,
16708,MAT-02504,Trims,4.59,24,186.1,0.7376,2023/08/05,136.4,188.9,219.3,0,
35235,MAT-01161,zippers,7.65,8,174.0,0.99,12-Nov-2024,307.6,122.3,150.95,0,
13091,MAT-00461,dye_chemicals,4.14,22,120.2,0.99,10/09/2024,187.4,123.5,130.8,0,
33044,MAT-00824,fabric,2.61,14,158.4,0.8412,29-Nov-2024,140.7,102.1,94.73,0,
7301,MAT-00402,dye_chemicals,$3.28,3,180.3,0.82,2025/05/02,303.5,97.2,84.42,0,
21238,MAT-01976, trims,10.83,25,73.4,0.99,09-Feb-2025,175.2,53.2,35.3,0,see email
25798,MAT-01911,buttons,7.74,31,57.9,,27-Aug-2023,12.1,60.5,85.08,1,
36199,MAT-01018,packaging,4.04,4,166.9,0.8626,2023-01-25,451.9,66.7,53.78,0,
11111,MAT-00421,FABRIC,7.74,17,50.4,0.9431,04-22-2025,90.9,68.9,69.21,0,
19777,MAT-02735,buttons,1.2,12,150.2,71.0%,16-May-2024,105.2,134.3,97.24,0,
41326,MAT-02307,trims,7.89,22,237.4,0.8945,10-Sep-2024,9.2,164.5,231.89,1,
4468,MAT-00304,dye chemicals,0.91,22,215.2,0.9614,10/01/2025,269.5,86.9,112.44,0,
13659,MAT-00555,dyechemicals,0.49,6,194.0,0.8426,2024-04-04,294.3,131.4,152.32,0,
8805,MAT-00133,thread,2.36,18,100.2,77.5%,08-16-2023,184.5,34.3,36.7,0,
4263,MAT-00114, fabric,2.9,11,196.6,0.9009,2023/11/06,451.8,144.7,95.85,0,
8235,MAT-01065,dye_chemicals,3.81,25,291.8,0.894,2024-12-30,413.8,345.5,293.88,0,
22786,MAT-02582,zippers,,14,77.1,0.8807,29/03/2023,43.8,30.1,57.41,0,
44264,MAT-00345,Thread,6.58,17,169.0,0.6989,12/10/2023,342.7,133.9,136.59,0,
41686,MAT-01283,Zippers,2.31,26,220.6,0.8713,04-30-2025,252.8,141.6,71.65,0,
8943,MAT-02238, packaging,1.62,4,100.8,0.677,06/01/2025,108.0,68.9,59.77,0,
10259,MAT-00390,zippers,$2.18,11,167.4,0.99,22-Nov-2024,328.7,222.2,242.2,0,
11166,MAT-01814,dye_chemicals,1.86,3,58.5,0.8731,03-16-2024,117.9,49.3,45.63,0,
