Unnamed: 0,supplier_name,supplier_country,supplier_category,supplier_on_time_delivery_rate,supplier_defect_rate,supplier_cancellation_rate,supplier_avg_lead_time_days,supplier_order_volume_last_year,order_date,expected_delivery_date,quantity,delay_days,is_delayed,is_anomaly,notes
47457,Rodgers-Tran,India,trims,0.9066,0.0234,0.0,14.1,158,02-Apr-2024,11/04/2024,501.7,0.0,0,0,
6009,Chavez-Smith,India,packaging,0.9195,0.0557,0.0313,16.0,126,2024/01/04,16/01/2024,388.4,0.88,0,0,
53352,Smith PLC,CN,BUTTONS,96.4%,0.0474,0.0166,12.3,86,30-Dec-2024,01-13-2025,762.9,2.75,1,0,
33194,Bryan Ltd,Pakistan,zippers,0.936,0.0304,,17.9,88,07/04/2024,28-Apr-2024,588,0.22,0,0,customer requested rush
58172,Jackson and Sons,Indonesia,trims,0.8254,0.026,0.0199,20.0,5,2024/05/06,02-Jun-2024,96.9,32.47,0,1,
46570,Schultz-Walters,China,packaging,98.7%,0.0196,0.0316,12.4,109,05-Feb-2025,2025-02-21,862.7,2.21,1,0,
52677,Campbell Inc,India,thread,0.8616,0.0492,0.0201,18.5,69,24/03/2023,2023-04-07,431.2,0.52,0,0,
24593,"Allen, Alexander and Green",China,zippers,0.8082,0.023,0.0154,16.7,103,04-29-2023,19/05/2023,668.2,6.1,1,0,
50137,Warren-Aguilar,india,buttons,0.8549,0.0105,0.0491,14.9,136,03-30-2023,18/04/2023,1231.2,3.71,1,0,
16302,Hurley and Sons,Bangladesh,THREAD,0.6971,0.0838,0.0852,33.2,54,04-21-2024,2024/05/23,681.8,15.47,1,0,
57180,"Stein, Drake and Thomas",BANGLADESH,thread,0.9509,0.0174,0.0524,20.6,133,29-Feb-2024,25/03/2024,416.9,0.0,0,0,
28703,"Peters, Mueller and Rodriguez",Bangladesh,dye chemicals,0.7673,0.0396,0.0424,12.6,35,08-31-2023,14/09/2023,186.9,6.02,1,0,
30564,Henry Ltd,Bangladesh,zippers,0.7434,0.0723,,20.3,99,2023-10-02,2023/10/18,625.1,9.29,1,0,
15597,"Smith, Johnson and Mooney",Bangladesh,fabric,0.696,0.0602,0.0379,32.7,125,2024/12/04,01-03-2025,1150.9,12.01,1,0,
10127,Santos and Sons,Srilanka,fabric,0.93,0.0526,0.0176,11.2,132,09-Jul-2024,2024-07-20,396.1,4.61,1,0,
31541,Pace Group,INDIA,fabric,0.9115,0.0317,0.0104,14.2,116,30/01/2023,2023/02/14,666.1,4.99,1,0,urgent
35356,"Valdez, Edwards and Perry",China,fabric,0.7914,0.0141,0.0295,20.0,120,21-Nov-2023,08/12/2023,616.4,6.31,1,0,
49609,Hays Ltd,PAKISTAN,fabric,0.8956,0.0662,0.0298,23.3,126,05-07-2023,06-04-2023,510.4,7.53,1,0,
7347,Patel PLC,Sri Lanka,zippers,0.8742,0.0373,0.0299,19.6,35,06/02/2025,2025-02-18,435,1.91,1,0,
41049,King-Paul,Sri Lanka,dye_chemicals,0.8588,0.01,0.0273,16.2,108,10/03/2023,2023-03-25,1014.4,10.17,1,0,
7537,"Barnes, Sherman and Hernandez", India ,zippers,93.3%,0.0177,0.0038,17.8,148,22-Apr-2025,05/05/2025,812.3,5.79,1,0,
30539,Anderson Inc,Vietnam, trims,0.7424,,0.0402,22.0,128,05-30-2025,2025/06/18,699.3,13.92,1,0,
3122,"Jackson, Choi and Hart",Indonesia,Dye Chemicals,0.8184,0.0436,0.0344,20.4,96,2025/04/06,2025/04/25,270,7.0,1,0,
46679,Stein-Bryant,sri lanka,thread,0.999,0.0555,0.0037,16.2,140,2025/03/09,03-21-2025,518.2,0.0,0,0,
15,Carter-Carey,China,packaging,0.7664,0.0607,0.07,16.4,140,15/03/2024,2024/03/28,132.9,14.84,1,0,
13677,"Richardson, Sanchez and Young",Pakistan,TRIMS,0.9046,0.0103,0.0412,16.6,68,2023-11-17,30-Nov-2023,1036.2,9.69,1,0,
7912,"Jensen, Gray and Holland",Indonesia,zippers,0.8434,0.0128,0.0236,14.1,8,2023-12-27,2024-01-02,578.6,3.77,1,0,
50701,"Simpson, Lopez and Walker",china,packaging,0.8504,0.0061,0.0139,20.8,186,22-Sep-2023,10-12-2023,334.4,0.86,0,0,
54937,Ramos Group,Indonesia,dye_chemicals,0.737,0.0673,0.0717,27.8,5,12-Jan-2023,2023/02/01,424.4,5.6,1,0,
6959,Martin-Mcmillan,Bangladesh,fabric,0.8579,0.0646,0.0504,17.2,5,2025/01/30,2025-02-18,516.2,4.4,1,0,
41748,"Conley, Ballard and Mckenzie",China,buttons,0.9117,0.0315,0.05,18.7,56,2025/06/03,2025-06-14,3018.3,56.22,1,1,
57598,Cole LLC,Indonesia,fabric,0.9695,0.0417,0.0246,11.7,38,2024/11/23,05-Dec-2024,594.9,0.69,0,0,
13400,"Baird, Sandoval and Bell",pakistan,thread,0.8018,0.0618,0.061,20.0,25,05-21-2024,2024-06-14,573.1,0.0,0,0,
52203,Friedman-Diaz,Bangladesh,zippers,0.8427,0.0158,0.0506,24.0,118,21-Oct-2024,2024-11-15,838.6,,1,0,
49077,Hurley and Sons,Bangladesh,thread,0.6971,0.0838,0.0852,33.2,54,19/02/2023,2023-03-18,563.5,12.12,1,0,
38971,Ward Group,Vietnam,buttons,0.9484,0.02,0.0241,9.6,54,16-Jul-2024,04/08/2024,,0.85,0,0,
1214,Peterson-Bell,Vietnam,zippers,0.7352,0.074,0.0715,23.5,18,04-Feb-2023,2023-03-01,202.9,9.04,1,0,
4435,Brooks-Morales,India,fabric,0.8294,0.0306,0.0539,18.5,60,02-05-2025,27/02/2025,625.3,9.28,1,0,
43259,Guzman-Kemp,Indonesia,thread,0.858,0.065,0.0554,17.6,137,2025-03-14,28/03/2025,428.6,6.18,1,0,
26237,"Richardson, Gordon and White",China,buttons,0.793,0.051,,32.8,71,2023/05/02,06-02-2023,657.4,5.64,1,0,
35980,Morris Ltd,Bangladesh,buttons,0.7398,0.0561,0.0449,27.6,75,2025/02/11,08-Mar-2025,1134.5,8.46,1,0,
24471,Chung-Bennett,Pakistan,trims,0.8274,0.058,0.0386,23.0,137,26-Feb-2023,03-29-2023,334.3,0.0,0,0,
28281,Wong-Smith,LK,thread,0.9395,0.0608,0.0598,20.1,83,2024-05-11,05-27-2024,630,0.0,0,0,TBC
44062,Williams PLC,Pakistan,buttons,0.9105,0.0177,,14.2,152,02-20-2025,2025-03-03,146.0,0.0,0,0,
11874,"White, Palmer and Cantu",BD,thread,0.8591,0.0398,0.0398,12.0,108,2025-01-24,2025-01-28,881,6.52,1,0,
12499,"Rios, Thompson and Barajas",Vietnam,dyechemicals,0.938,0.0026,0.0234,10.5,123,2024/01/25,2024-01-30,1104.9,3.97,1,0,
52817,"Garrison, Roberts and Thomas",Sri Lanka,buttons,0.8205,0.0639,0.0525,19.0,124,19-Feb-2024,2024-03-13,404.5,6.52,1,0,
12367,Clark Inc,Pakistan,Buttons,0.8727,0.0542,0.0286,22.1,171,12/05/2023,06-12-2023,983.8,3.85,1,0,
4626,"Smith, Singh and King",Indonesia,zippers,0.7791,0.05,0.0552,21.1,97,30-Jan-2025,2025-02-17,172.8,5.09,1,0,
18826,Ramos Group,Indonesia,dye_chemicals,0.737,0.0673,0.0717,27.8,5,2025/01/30,2025/03/02,422.5,6.01,1,0,
21348,Harris PLC,China,trims,89.3%,0.0,,12.2,110,26-Jun-2024,2024/07/07,274.1,0.0,0,0,
996,Jackson LLC,Vietnam,trims,0.8669,0.0281,0.0172,16.0,108,2023/12/07,20/12/2023,744.3,7.76,1,0,
22368,"Schwartz, Rodriguez and Anderson",Pakistan,thread,0.999,0.017,0.0285,16.8,156,13/09/2023,2023-10-09,,0.0,0,0,
55789,"Cuevas, Carlson and Alexander",Vietnam,buttons,0.8319,0.0412,0.0339,16.0,71,26-Jan-2023,2023-02-18,894.1,,1,0,
58141,Johnston-Perkins,India,trims,0.8961,0.0388,0.0433,12.0,133,05-17-2025,2025/05/20,673.8,10.96,1,0,
48170,"Smith, Johnson and Thompson",Indonesia,buton,93.7%,0.0036,0.0039,14.9,146,2024-03-29,2024-04-11,885.8,6.0,1,0,
57917,Chung-Bennett,Pakistan,trims,0.8274,0.058,0.0386,23.0,137,02-25-2025,2025/03/25,968.0,0.0,0,0,
46612,Walker-Hunt,SRI LANKA,THREAD,0.7989,0.0692,0.0467,23.3,22,08-Oct-2024,11-05-2024,1002.0,9.63,1,0,
58318,Lozano-Brown,India,dye_chemicals,0.8365,0.036,0.0331,20.9,81,03-04-2023,2023/03/25,899.4,6.88,1,0,
1425,Herrera and Sons,Vietnam,packaging,73.8%,0.0659,0.0665,29.8,117,07-11-2024,08-08-2024,595.0,7.62,1,0,
6762,Rodriguez-Anderson,China,fabric,0.8987,0.0392,0.0068,13.1,18,2024-12-24,01-09-2025,2938.0,28.34,0,1,
13277,Davidson Ltd,China,TRIMS,0.9546,0.0421,0.0332,13.1,13,07/01/2023,22/01/2023,133.0,45.69,1,1,
52493,Douglas-Gardner,Vietnam,fabric,0.9186,0.0516,0.0496,20.7,160,2024-12-23,01-02-2025,600.1,5.3,1,0,
27985,Pittman LLC,Sri Lanka,dye_chemicals,86.8%,0.0443,0.0102,25.2,153,29-Dec-2023,2024-01-18,424.2,6.3,1,0,
28324,Perez and Sons,BANGLADESH,thread,0.8675,0.0596,0.0358,22.8,52,06-10-2024,07-01-2024,987.5,0.52,0,0,
30556,Reynolds-Collins,Vietnam,fabric,0.9088,0.0564,0.0665,18.1,87,06-Oct-2023,10-26-2023,949.2,13.27,1,0,
35406,"Page, Macdonald and Brown",ID,dye_chemicals,0.8631,0.0316,0.0479,14.8,118,22/12/2024,2024/12/30,1111.7,4.27,1,0,
10893,Porter-Moore,India,fabric,0.9073,0.056,0.0453,11.4,139,2023-10-09,24/10/2023,476.6,4.56,1,0,
59813,"Jacobson, Barnett and Clark",Sri Lanka,zippers,0.8176,0.0562,0.0465,20.0,80,09-May-2023,2023-06-01,496.7,,1,0,
37360,"Wang, Williams and Johnson",Bangladesh,thread,0.8893,0.0299,0.0464,27.8,89,2024-01-21,02-16-2024,358.7,0.0,0,0,
54917,"Gould, Bowen and Williams",india,zippers,0.8942,0.0303,0.0468,15.7,144,2025/02/15,11-Mar-2025,928.6,0.0,0,0,
46891,Frank-Giles,India,packaging,0.8999,0.0253,0.0094,26.1,109,13/05/2025,30/05/2025,503.9,3.72,1,0,
16064,Neal-Bryan,ID, trims,0.6708,0.0726,0.0859,24.0,113,25-Nov-2023,21/12/2023,841.8,15.85,1,0,
59801,"Yates, Long and Ross",China,trims,0.8105,0.0555,0.0715,23.6,40,23/05/2023,06-16-2023,856.3,11.75,1,0,
21010,"Manning, Bolton and Gilbert",Bangladesh,packaging,0.8949,0.0195,0.043,18.5,127,24-Mar-2025,10-Apr-2025,764.3,1.7,1,0,
7695,Conner-Jackson, India ,buttons,95.9%,0.0293,0.0144,20.1,114,2025/01/08,2025-01-26,1590.6,5.08,1,0,
12108,Kelley-Brown,Bangladesh,ZIPPERS,0.8365,0.0771,0.0452,22.8,129,05/05/2023,2023-05-31,515.4,12.98,1,0,
30208,"Clements, Pena and Singh",Vietnam,zippers,0.7792,0.0648,0.0602,23.9,78,2024/12/01,2024-12-28,857.4,5.21,1,0,
54849,"Garcia, Barnes and Patton",Indonesia,buttons,0.999,,0.0016,13.9,52,05-31-2023,2023/06/13,757.1,0.71,0,0,
29064,Wheeler-Lane,Vietnam,thread,0.6899,0.1041,0.0788,27.8,55,2023-06-25,20/07/2023,433.8,5.26,1,0,
53597,Mckenzie PLC,PK,trims,0.964,0.0464,0.0199,5.8,98,09-Oct-2023,12-Oct-2023,978.7,14.32,1,0,
31789,Mcintosh-Adams,bangladesh,Fabric,0.8275,0.0553,0.0666,31.1,144,29/01/2025,2025-03-03,479.8,6.32,1,0,phone confirmed
1711,Shields-Wong,Bangladesh,buttons,0.8865,0.0538,0.0283,20.7,113,2024/06/21,2024-07-17,939.3,4.57,1,0,
18850,"Greene, Rosario and Conley",PAKISTAN,trims,0.999,0.02,0.0237,8.7,118,2023/01/05,09-Jan-2023,891.6,6.92,1,0,
28396,"Taylor, Kerr and Miller",China,packaging,0.9154,0.0449,0.0137,15.1,106,02-03-2025,07/02/2025,"1,208",9.92,1,0,
42071,Nichols-Powell,Indonesia,dye_chemicals,86.0%,0.0402,0.0009,13.2,93,2023/01/28,2023-02-08,898.0,11.51,1,0,
124,"Cochran, Rogers and Wilkinson",China,zippers ,89.9%,,0.0296,23.7,107,2024/09/06,2024-09-30,1012.0,6.79,1,0,
13338,Ball-Smith,Vietnam,packaging,0.8095,0.0659,0.0633,25.4,90,31/05/2024,26-Jun-2024,213.9,3.82,1,0,
21512,Cunningham Inc,indonesia,dye_chemicals,0.843,0.0405,0.0193,16.7,179,2025/03/09,03-29-2025,705.6,2.09,1,0,
39214,Torres Ltd,Bangladesh,dye_chemicals,0.7615,0.0601,0.0672,22.7,5,2023/06/21,07-17-2023,716.0,3.19,1,0,
1233,Roman-Peterson,Sri Lanka,zippers,0.8915,0.0399,0.0378,11.3,101,2024-05-11,31-May-2024,753.2,,1,0,
44861,Ray Group,Sri Lanka,fabric ,0.875,0.0355,0.0,12.1,106,2024/02/03,11-Feb-2024,"1,060",8.37,1,0,
39519,"Evans, Willis and Walters",Vietnam,buttons,0.8699,0.0051,0.033,18.9,115,31-Aug-2023,09-21-2023,1181.0,6.73,1,0,
27431,"Gillespie, Brewer and Torres",Bangladesh,dye_chemicals,0.9064,0.0429,0.0333,13.1,112,2024-12-30,2025/01/17,747.9,0.0,0,0,
35448,Cooper-Frazier,Indonesia,packaging,0.8973,0.0278,0.0421,14.5,108,2024-06-01,2024/06/22,937.3,2.27,1,0,
55264,"Chase, Weeks and Cowan",China,zippers,0.8085,0.0507,0.0426,25.0,67,2024-06-21,2024-07-19,595.4,3.38,1,0,
10419,Williams-Harris,Bangladesh,thread,0.8963,0.0165,0.024,15.6,127,08-02-2023,2023-08-14,326.1,6.62,1,0,
28479,Schultz-Walters,China,packaging,0.9866,0.0196,0.0316,12.4,109,04-17-2025,04-26-2025,1114.0,3.51,1,0,
39949,"Mitchell, Garcia and Davis", India ,trims,0.9922,0.0188,0.0,19.5,115,2024-03-25,04-13-2024,987.6,3.13,1,0,
8590,Spencer-Alexander,sri lanka,Buttons,0.8045,,0.0506,19.7,99,2023-07-29,21-Aug-2023,820,10.49,1,0,
4625,"Young, Watson and Gonzalez",Srilanka,zippers,0.9518,0.0033,0.0359,9.1,66,2023-04-19,27/04/2023,379.0,0.0,0,0,
44290,"Lewis, Miller and Combs",P.R. China,zippers,0.8249,0.0447,0.0542,21.0,85,17-Nov-2024,2024/11/30,623.2,,1,0,
44708,Baker Inc,Pakistan,dyechemicals,0.6767,0.0921,0.0895,30.9,85,12-Nov-2024,2024-12-10,,,1,0,
25556,Robbins Ltd,China,dye_chemicals,0.8828,0.0096,0.0255,7.3,106,2025/01/05,08-Jan-2025,590.1,1.33,0,0,
59463,Hart Ltd,Indonesia,dye_chemicals,0.8103,0.0334,0.0438,22.8,52,2024/12/19,14/01/2025,871.1,10.6,1,0,
34820,Mueller-Knight,Pakistan,buttons,0.7505,0.0424,0.0166,29.3,156,2023/10/12,2023-11-12,2294.3,28.55,1,1,
5237,Ware-Fuentes,Vietnam,thread,0.9301,0.0148,0.019,5.7,105,2023-03-10,14-Mar-2023,131.8,0.0,0,0,
26746,"Bailey, Boone and Bryant",India,trims,0.818,0.0329,0.0294,20.3,88,28/06/2024,20/07/2024,339.6,5.17,1,0,
42456,"Clements, Pena and Singh",VIETNAM,zippers,0.7792,0.0648,0.0602,23.9,78,11/04/2024,2024-04-27,1080.9,16.25,1,0,
6756,Cherry Inc,BANGLADESH,thread,0.7852,0.0821,0.0479,21.1,104,05-Apr-2025,26/04/2025,892.3,8.42,1,0,
42191,Copeland-Cochran,India,thread,0.8518,0.0906,0.0544,20.2,80,17/12/2023,2024-01-02,754.5,3.2,1,0,
7634,"Moore, Cameron and Bates",India,zippers,0.8659,0.053,0.0398,17.5,189,2024/04/14,2024/05/10,353,6.26,1,0,
30977,Burke Inc,Sri Lanka,dye_chemicals,0.9084,0.0552,0.0062,17.0,144,2024/02/13,2024-03-04,1033.3,2.27,1,0,
12057,Nguyen-Mcpherson,BANGLADESH,packaging,0.9505,,,22.7,140,14-Jan-2025,29/01/2025,537.1,0.62,0,0,
36136,"Grimes, Mccann and Nixon",India,zippers,0.9757,0.0,0.0313,19.0,95,22-Aug-2024,2024-09-10,1250.0,4.12,1,0,
47495,Welch-Warren,Indonesia,PACKAGING,0.8972,0.007,0.0284,14.5,65,08-04-2024,18/08/2024,757.6,6.05,1,0,
40676,Gutierrez-Smith,India,BUTTONS,0.8442,0.0587,0.037,27.8,103,01-19-2025,2025-02-18,1116.0,9.27,1,0,
13330,Bailey Inc,China,zippers,0.8995,0.0402,0.0492,15.8,79,05-26-2025,04/06/2025,587.4,6.08,1,0,
47892,"Wright, Yu and Bush",PK,fabric,0.8808,0.0213,0.018,11.0,85,2023-03-23,04-05-2023,531.6,3.38,1,0,
9792,Collier Ltd,Indonesia,packaging,0.9511,,0.0225,19.5,116,27/03/2023,2023/04/07,891.7,6.68,1,0,
18535,Petersen-Bell,Indonesia,buttons,0.9297,0.0556,0.0385,14.3,128,05/08/2024,2024/08/16,82.5,41.51,1,1,
43209,"Vincent, Sanchez and Livingston",Indonesai,zippers,0.8809,0.0224,0.0021,16.1,141,2023/03/11,26/03/2023,501.4,3.78,1,0,
13122,Gonzalez and Sons,Vietnam,zippers ,0.974,0.0066,0.04,13.7,103,2025-05-31,17-Jun-2025,641.5,2.23,1,0,
11943,Edwards-Lawson,Vietnam,packaging,0.7372,0.06,0.0564,21.3,174,02-27-2023,03-10-2023,862.0,8.2,1,0,
29658,"Barnes, Sherman and Hernandez", India ,zippers,0.9327,0.0177,0.0038,17.8,148,07/10/2024,10-20-2024,356.4,0.0,0,0,
30396,"Gross, Marquez and Williams",Bangladesh,fabric,0.9625,0.0287,0.0038,16.7,100,2024/05/09,05-25-2024,,0.78,0,0,
52778,Madden-Haynes,Bangladesh,dye_chemicals,0.8878,0.0169,0.0452,11.4,126,10/08/2023,15/08/2023,1177.3,8.926625239140929,1,0,
40176,"Davis, Carter and Nelson",Vietnam,trims,0.8807,0.0303,0.0106,9.2,65,07-27-2024,2024/08/09,142.2,33.57,1,1,
14566,Evans LLC,Vietnam,thread,0.9139,0.0176,0.029,12.0,75,2023-11-23,28/11/2023,853.3,11.71,1,0,
28627,Davis LLC,Bangladesh,trims,0.9676,0.0034,0.0284,13.9,126,2023-06-07,2023-06-10,469.0,1.19,0,0,
44795,"Swanson, Smith and Hernandez",Indonesia,zippers,0.8863,0.0079,0.0381,21.9,114,2025/03/27,2025-04-17,940.2,7.65,1,0,
30781,Holder PLC,India,thread,0.8965,0.0172,0.0152,13.1,137,2025/01/01,2025/01/08,524.4,1.3,0,0,
38701,Martinez Group,Pakistan,dye_chemicals,0.8804,0.0373,0.0297,22.5,67,2024-09-14,2024-10-07,818.0,7.55,1,0,
9815,Hall-Gilbert,VN,trims,0.855,0.0291,0.0302,19.5,171,2023/10/07,10-21-2023,546,12.93,1,0,
57230,"Ramsey, Murphy and Davis",China,trims,0.8467,0.0209,0.0298,14.6,209,14/03/2025,03-23-2025,233.1,2.8,1,0,
39039,"Moore, Kaiser and Johnson",Indonesia,buttons,0.9223,0.0741,0.0532,25.3,172,07-04-2024,23/07/2024,205.2,11.05,1,0,
11108,Randall-Hendricks,Bangladesh,buttons,0.9211,,0.0318,18.1,38,04-29-2025,2025/05/11,2147.4,43.29,1,1,
12180,Dominguez Ltd,India,trim,0.7324,0.058,0.0534,20.3,165,2024/11/10,2024/11/28,727.9,6.99,1,0,
50543,"Conley, Ballard and Mckenzie",china,buttons,0.9117,0.0315,0.05,18.7,56,02/02/2023,2023/02/25,1071.5,6.42,1,0,
11074,"Caldwell, Huff and Chapman",Indonesia,dye_chemicals,0.8758,0.0605,0.0765,19.7,28,11-12-2023,2023-11-28,765.2,8.1,1,0,phone confirmed
37707,Olson Group,Bangladesh,zippers,0.9979,0.0303,0.0403,11.3,101,2024/10/10,19-Oct-2024,964.1,7.99,1,0,
7458,Petersen Inc,China,thread,99.9%,0.0274,0.0145,12.1,165,05-24-2024,03/06/2024,677.1,3.56,1,0,
37947,"Manning, Bolton and Gilbert",Bangladesh,packaging,0.8949,0.0195,0.043,18.5,127,13-Dec-2023,25/12/2023,1068.8,15.94,1,0,
30267,"Lucas, Smith and Williams",Viet Nam,DYE-CHEMICALS,0.855,0.0293,0.0042,11.0,56,08/03/2025,2025-03-16,465.0,6.53,1,0,
11879,Ball-Smith,Viet Nam,packaging,81.0%,0.0659,0.0633,25.4,90,2024-04-22,15-May-2024,585.6,9.42,1,0,
42913,Klein-Velasquez,Sri Lanka,thred,0.999,0.0407,0.0116,14.9,159,27/02/2024,13-Mar-2024,622.2,0.0,0,0,
14319,"Thomas, Hester and Robles",Vietnam,packaging,0.9216,0.0243,0.009,12.1,91,09-12-2023,2023-09-21,874.1,7.36,1,0,
12261,Sloan Ltd,INDIA,trims,0.7875,0.0615,0.0678,24.7,85,08-11-2023,2023-09-06,900.7,11.24,1,0,
1683,Rodriguez-Fuentes,Indonesia,buton,0.9826,0.0284,0.0007,16.4,161,11-22-2024,06-Dec-2024,844.0,6.57,1,0,
35947,Moody and Sons, India ,packaging,0.8219,0.0527,0.0332,23.4,143,05/04/2023,04-27-2023,573.6,10.77,1,0,
56791,"Dyer, Johnson and Lopez",india,packaging,0.9099,0.017,0.0051,20.8,28,23/09/2023,2023-10-16,769.1,4.43,1,0,
18297,"Garrison, Burch and Chavez",China,buttons,86.9%,,0.0292,22.8,86,08/04/2024,2024-05-04,1143.1,1.84,1,0,
52352,"Lee, Smith and Greene",Vietnam,fabric,0.7252,0.0843,0.0569,24.8,45,23-May-2024,2024-06-05,833.1,6.2,1,0,
18705,Daniels and Sons,Indonesia,dye_chemicals,0.7515,0.0629,0.0467,19.0,77,2023/12/31,17-Jan-2024,489,6.08,1,0,
57530,Hicks-Reid,IN,trims,0.7404,0.0454,0.0371,8.5,124,02-13-2025,2025/02/27,645.9,0.0,0,0,
24238,Graham-Gonzalez,Vietnam,Dye Chemicals,92.2%,0.003,0.0274,17.0,89,11-Feb-2024,2024/03/03,,1.55,1,0,
10645,Baker Inc,VIETNAM,Fabric,0.7902,0.0286,0.044,14.4,74,2025-06-04,2025/06/09,244.9,0.16,0,0,
25700,Evans-Griffith,Bangladesh,zippers,96.9%,0.0318,0.03,17.5,82,2023-12-28,01-21-2024,252.1,0.0,0,0,
34727,Mcintosh-Adams,BANGLADESH,Fabric,0.8275,0.0553,0.0666,31.1,144,2023/01/25,2023/02/23,1185.3,10.85,1,0,
24641,Evans-Griffith,Bangla Desh,zippers,0.9686,0.0318,0.03,17.5,82,13/04/2025,2025/05/02,,24.6,0,1,
54639,Dawson and Sons,Pakistan,zippers,0.689,0.0792,0.0657,24.6,144,07-04-2023,2023-07-31,540.3,9.73,1,0,
18457,Barnes-Yu,Indonesia,buttons,0.9238,0.0338,0.0326,23.2,171,2023/12/07,31-Dec-2023,1084.0,7.9,1,0,
14083,"Jacobson, Barnett and Clark",LK,zippers,0.8176,0.0562,0.0465,20.0,80,21-Jul-2023,2023-08-13,760.1,8.63,1,0,
55086,"Greene, Rosario and Conley",Pakistan,trims,0.999,0.02,0.0237,8.7,118,03-15-2024,29/03/2024,630.8,0.0,0,0,
47244,Carter-Carey,China,Packaging,0.7664,0.0607,,16.4,140,2024-12-09,12-24-2024,847.1,15.38,1,0,
21286,Alvarez Group,Pakistan,dye_chemicals,0.8435,0.0501,0.0632,20.1,118,2023/08/17,08-Sep-2023,923.3,12.97,1,0,
30936,"Ross, Liu and Spencer",Pakistan,buttons,0.826,0.0383,0.0506,21.0,165,2023/10/25,13-Nov-2023,"1,043",5.19,1,0,
35338,Flynn Ltd,Vietnam,buttons,0.8687,0.0,0.0,9.1,107,2023-02-25,05-Mar-2023,654.5,6.3,1,0,
54095,Booth Group,Vietnam,zippers,0.8706,0.0618,0.0418,21.8,129,04-16-2023,10/05/2023,867.7,6.37,1,0,
10211,Phillips PLC,India,buttons,0.9841,0.014,,9.9,157,2025-05-18,2025/06/06,547,2.57,1,0,
21408,"Phillips, Yu and Rodriguez",Bangladesh,buttons,0.8751,0.0472,0.0061,15.9,57,08-01-2023,08-25-2023,785.4,3.26,1,0,
56300,"Miller, Prince and Hernandez",India,trims,0.9001,0.0842,0.0455,27.7,71,10-07-2024,10-28-2024,640.9,6.61,1,0,
30089,"Cuevas, Carlson and Alexander",vietnam,buttons,0.8319,0.0412,0.0339,16.0,71,26-Aug-2023,2023-08-30,593.4,14.75,1,0,
48883,Grant-Washington,Bangladesh,trims,0.894,0.0308,0.0402,13.5,51,16-May-2025,27/05/2025,946.0,3.11,1,0,
41300,Brown-Lee,Bangladesh,zippers,0.7752,0.0553,0.0766,23.2,81,06-23-2023,12-Jul-2023,628.1,2.65,1,0,
4024,Ross PLC,Sri Lanka,trims,0.946,0.0219,0.0066,19.7,8,2024-09-28,2024/10/26,520.6,3.18,1,0,
49428,Baldwin-Smith,Indonesia,dye_chemicals,84.2%,0.0083,0.0464,18.1,134,08-Feb-2023,05-Mar-2023,642.1,0.0,0,0,
6293,Sullivan Inc,bangladesh,packaging,0.9223,0.012,0.0075,9.9,194,13-Apr-2024,24/04/2024,1441.0,44.32,0,1,
31735,Martin-Mcmillan,Bangladesh, fabric,0.8579,0.0646,0.0504,17.2,5,2023/07/04,07-22-2023,936.8,6.98,1,0,
44187,Hayes Ltd,Sri Lanka, thread,0.8411,,0.0538,25.0,138,2024-06-25,10-Jul-2024,741.8,8.78,1,0,
34677,Gates LLC,Sri Lanka,trims,0.91,0.0116,0.0122,20.1,81,10-06-2024,2024/10/31,591.3,5.66,1,0,
9589,Baker Inc,China,zippers,0.9712,0.0293,0.0157,12.7,81,03/04/2024,2024/04/11,305.9,0.0,0,0,see email
49098,Stein-Bryant,Sri Lanka,thread,0.999,0.0555,0.0037,16.2,140,2023/04/17,2023/05/03,2480.6,40.78,1,1,
29370,"Martinez, Reynolds and Green",bangladesh,zippers,85.6%,0.0234,0.0,14.9,24,21/02/2024,16-Mar-2024,531.5,3.96,1,0,
34329,"Robinson, Escobar and Davies",India,fabric,0.8168,0.0516,0.023,25.1,88,2024-03-04,04-03-2024,558,0.15,0,0,phone confirmed
26641,Jimenez Group,India,fabric,0.8655,0.0273,0.0337,20.9,48,25-Sep-2024,2024-10-20,295.4,9.14,1,0,
1961,Hall-Gilbert,Vietnam,trims,0.855,0.0291,0.0302,19.5,171,27-Sep-2023,10-15-2023,,9.76,1,0,
52418,Bolton-Buckley,CHINA,zippers ,0.7977,0.0216,0.0723,15.5,100,04-Jan-2024,22/01/2024,1123.6,7.02,1,0,
38279,Rodriguez-Anderson,China,fabric ,0.8987,0.0392,0.0068,13.1,18,2024-06-16,2024/06/22,1364.8,6.43,1,0,
42281,"Evans, Willis and Walters",Viet Nam,buttons,0.8699,0.0051,0.033,18.9,115,23/04/2025,08-May-2025,923.7,10.22,1,0,
46115,King-Paul, Sri Lanka,dye_chemicals,0.8588,0.01,0.0273,16.2,108,23/12/2023,10-Jan-2024,494.2,5.22,1,0,
39962,Newman-Myers,China,trims,0.9309,0.0128,0.0173,5.7,157,2023-08-19,31-Aug-2023,355.5,5.55,1,0,phone confirmed
32495,Nelson-Goodwin,India,packaging,0.9072,0.0238,0.0094,20.3,138,20-Apr-2023,2023-05-02,875.8,5.69,1,0,
12157,"Williams, Francis and Norris",Bangladesh,packaging,0.903,0.0302,0.003,17.8,142,2023-09-09,2023-09-28,216.1,6.0,1,0,
