Unnamed: 0,supplier_code,supplier_name,country,category,on_time_delivery_rate,defect_rate,cancellation_rate,avg_lead_time_days,order_volume_last_year,is_high_risk,notes
535,SUP-00536,Parker Ltd,China, thread,0.7801,0.0474,0.0748,19.5,,1,
719,SUP-00720,"Bernard, Warren and Combs",Indonesia,thread,78.1%,0.0509,0.0159,18.2,,1,
645,SUP-00646,"Carrillo, Vaughn and Fowler",Indonesia,dye_chemicals,99.9%,0.0336,0.0335,17.7,140.0,0,
567,SUP-00568,Landry PLC,China,thread,0.9396,,0.0221,14.4,141.0,1,
707,SUP-00708,Owens-Lang,India,thread,0.887,0.0444,0.0286,21.0,95.0,0,
375,SUP-00376,"Pugh, Henderson and Moon",INDIA, buttons,0.8673,0.0287,0.0342,14.9,88.0,0,see email
460,SUP-00461,Strickland-Shaw,India,buttons,,0.0499,0.0215,18.8,153.0,1,
261,SUP-00262,"Anderson, Roberts and Gilmore",Sri Lanka,trims,0.999,0.036,0.0,9.2,137.0,0,
658,SUP-00659,Bryant-Brown,china,zippers ,0.9592,0.0347,0.0269,16.1,82.0,0,
990,SUP-00991,Andrade-Mendoza,India,ZIPPERS,84.3%,0.0343,0.0336,23.9,133.0,1,
538,SUP-00539,Owens-Holmes,Indonesai,PACKAGING,0.9738,0.0069,0.0175,  10.7  ,107.0,0,
458,SUP-00459,Mckee-Lee,India,dye_chemicals,0.8405,0.0394,0.0247,22.2,69.0,1,
99,SUP-00100,Walsh LLC,indonesia,zippers,0.8074,0.0424,0.0452,18.4,138.0,1,
792,SUP-00793,Ewing-Mendoza,Pakistan,trims,0.9117,0.0259,0.0205,13.3,209.0,0,
526,SUP-00527,Osborn-Cochran,India,trims,0.8996,0.0254,0.0258,14.4,105.0,0,
824,SUP-00825,"Price, Long and Wilson",China,dye chemicals,0.8915,0.0333,0.0412,17.2,112.0,0,
199,SUP-00200,Christensen PLC,Bangladesh,packaging,0.8763,0.0262,0.0255,16.0,122.0,0,
952,SUP-00953,"Acosta, Garcia and Moreno",Indonesia,zippers,0.873,0.0147,0.0256,11.1,116.0,1,
716,SUP-00717,Murray-Oconnor,India,dye_chemicals,0.8921,0.0477,0.0362,15.2,97.0,0,
489,SUP-00490,Cooper Ltd,Vietnam,trims,0.8522,0.0615,-0.0312,19.1,98.0,1,
431,SUP-00432,"Lopez, Jacobs and Mason",PAKISTAN,THREAD,0.7819,0.0435,0.0418,,47.0,1,
881,SUP-00882,Williams Ltd,BANGLADESH,fabric,82.7%,0.0709,0.0531,24.5,120.0,1,
30,SUP-00031,Burton Ltd,Indonesia,thread,,0.065,0.0549,17.5,75.0,0,
312,SUP-00313,Robinson-Lee,Pakistan,zippers,0.929,0.0442,0.0432,9.6,118.0,0,
492,SUP-00493,Li-Thompson,Pakistan,thread,82.7%,0.035,0.0311,21.9,143.0,0,
269,SUP-00270,Baird-Sanchez,Pakistan,fabric,0.9882,,0.0201,11.4,75.0,1,n/a
577,SUP-00578,Brooks-Hatfield,India,buttons,77.6%,0.0535,-0.0559,19.8,54.0,1,
464,SUP-00465,"Rosales, Mitchell and Hines",Bangladesh,trims,0.8328,0.0291,0.0816,,111.0,1,
804,SUP-00805,"Hernandez, Cuevas and Webb",India,packaging,0.8189,,0.0016,12.9,120.0,0,
353,SUP-00354,"Morris, Thompson and Williams",Vietnam,trims,0.8805,0.0013,0.0046,  10.1  ,61.0,0,
359,SUP-00360,Boone-Simmons,pakistan,BUTTONS,0.8154,0.0544,0.0221,18.0,113.0,0,
870,SUP-00871,Adams-Clayton,Sri  Lanka,trims,93.6%,0.0167,0.0,10.9,85.0,0,
709,SUP-00710,Edwards-Williams,CHINA,zippers,0.9313,0.0197,0.031,19.8,97.0,1,
873,SUP-00874,Williams Ltd,India,dye_chemicals,0.888,0.0193,0.0421,15.0,149.0,0,
868,SUP-00869,Flynn Group,Bangladesh,packaging,0.9944,0.0196,0.0403,7.6,115.0,0,
319,SUP-00320,"Shaw, Nelson and Martin",Vietnam,dye_chemicals,0.9386,0.0368,0.0333,  17.9  ,111.0,0,
447,SUP-00448,Bean LLC,china,dye_chemicals,0.8447,0.0214,,17.0,80.0,0,
843,SUP-00844,Dunn-Wilson,BD,dye_chemicals,92.4%,0.0031,0.0211,8.8,96.0,0,
337,SUP-00338,Bass PLC,Indonesia,buttons,0.8747,0.0222,0.0256,17.2,89.0,0,
530,SUP-00531,Hicks-Martinez,Sri Lanka,fabric,0.999,0.0,0.0,9.9,120.0,0,
621,SUP-00622,Morris-Brewer,vietnam,zippers,92.3%,0.0349,-0.0252,12.1,119.0,0,
444,SUP-00445,"Conner, Li and Santiago",India,THREAD,0.999,0.0384,0.0117,10.5,134.0,0,
285,SUP-00286,Bowen Group,Indonesia,dye_chemicals,0.8694,0.032,0.0263,23.6,154.0,1,
256,SUP-00257,Cordova Group,China,buttons,0.9023,0.0419,0.0295,18.2,193.0,0,
204,SUP-00205,Miller Ltd, Sri Lanka,packaging,0.8591,0.0,0.0222,8.8,96.0,1,
339,SUP-00340,"Wood, Ramos and Sampson",China,thread,0.9065,0.0413,0.0253,23.3,118.0,0,
218,SUP-00219,Williams-Brown,Bangladesh,buttons,0.8377,0.0398,0.0426,25.4,45.0,1,
833,SUP-00834,Burns and Sons,indonesia,thread,0.8952,0.0226,0.0256,  10.5  ,38.0,0,
940,SUP-00941,Walker PLC,Indonesia,fabric,0.8497,0.0515,0.0468,  14.5  ,,0,
224,SUP-00225,Jones-Soto,Viet Nam,FABRIC,0.8145,0.0133,0.0413,5.9,112.0,0,
518,SUP-00519,Hines-Berry,China,zippers,0.9683,0.0496,,3.0,95.0,1,
76,SUP-00077,"Woods, Calhoun and Schmidt",Vietnam,THREAD,0.8531,0.03,0.0463,22.8,85.0,0,
553,SUP-00554,Ballard Ltd,China,fabric,0.7542,0.0757,0.0219,  21.0  ,113.0,1,
725,SUP-00726,Williamson Ltd,Sri Lanka,buttons,0.7164,0.0446,,24.3,,0,
358,SUP-00359,"Turner, Schneider and Johnson",China,Buttons,0.9097,0.0435,0.0036,16.2,94.0,0,
188,SUP-00189,Garcia LLC,Bangladesh,trims,0.8404,0.0253,0.0041,,118.0,0,
347,SUP-00348,Willis and Sons,BANGLADESH,trim,0.8348,0.0398,,15.2,57.0,0,
625,SUP-00626,Osborn Group,Bangladesh,zippers,0.9198,,0.0016,22.1,5.0,0,
320,SUP-00321,Coffey-Phillips,Vietnam,trims,0.8499,0.0273,,17.0,75.0,0,
854,SUP-00855,"Bell, Campbell and Ryan",Bangladesh,FABRIC,0.9425,0.0407,0.0408,12.2,156.0,0,
225,SUP-00226,Hernandez PLC,sri lanka,packaging,,0.0351,0.0421,14.0,145.0,0,
527,SUP-00528,Contreras-Mckinney,Bangladesh,trims,0.8541,0.0019,0.0393,15.5,129.0,0,
779,SUP-00780,"Mccann, Taylor and Flores",Sri Lanka,thred,0.865,,,11.9,111.0,0,TBC
627,SUP-00628,Mcdowell-Smith,Bangladesh,Thread,0.8014,0.0238,0.01,16.8,119.0,0,
935,SUP-00936,Mora-White,Bangladesh,packageing,0.9246,0.0439,0.0391,15.4,112.0,0,
169,SUP-00170,Hooper PLC, India ,zippers,0.9047,0.0,0.0339,16.3,122.0,0,
237,SUP-00238,"Hall, Baker and Moody",VN,Zippers,0.8571,,0.0407,14.0,75.0,0,
838,SUP-00839,Mckinney-Wallace,China,Packaging,0.9232,0.0315,0.0262,13.6,141.0,0,
883,SUP-00884,Rios-Padilla,INDONESIA,Trims,0.8588,0.0448,0.0469,16.7,14.0,0,
776,SUP-00777,Taylor Inc,Pakistan,thread,0.8706,0.0107,0.0191,16.1,97.0,0,
308,SUP-00309,"Phillips, Spence and Barrett",vietnam,zippers,0.836,0.0463,0.0519,18.7,106.0,0,
85,SUP-00086,Smith PLC,Vietnam,fabric,0.7764,0.0411,0.0285,  12.3  ,169.0,0,
133,SUP-00134,"Carroll, Sullivan and Bass",Bangladesh,PACKAGING,0.6862,0.0561,0.0621,28.2,76.0,1,
509,SUP-00510,Williams-Berg,India,dye chemicals,0.8999,0.0515,0.0255,,126.0,0,
879,SUP-00880,Pena LLC,India,fabric,0.9219,0.0402,0.0097,6.7,97.0,0,
900,SUP-00901,Wright PLC,Pakistan,BUTTONS,0.7806,0.0424,0.0595,26.8,108.0,1,
547,SUP-00548,"Moore, Hopkins and Le",ID,BUTTONS,99.9%,0.0311,,7.7,186.0,0,
21,SUP-00022,"Watts, Robinson and Nguyen",BD,ZIPPERS,0.9349,0.0365,0.0,7.6,143.0,0,
619,SUP-00620,Russell Group,China,packageing,0.9746,0.0074,0.0013,15.2,132.0,1,
451,SUP-00452,Stanley PLC,Sri Lanka,trims,0.8492,0.0533,0.031,19.0,93.0,1,
153,SUP-00154,Green-Wright,Pakistan,thread,93.8%,0.0585,0.0,16.3,95.0,0,
388,SUP-00389,Bennett Group,Bangladesh,Dye Chemicals,0.8273,,0.0401,24.7,122.0,1,
330,SUP-00331,Reid Group,P.R. China,trims,0.7971,0.0485,0.0874,21.5,153.0,1,
982,SUP-00983,Williams Group,Pakistan,packaging,0.9697,0.0,0.0013,9.6,147.0,0,
172,SUP-00173,White-Green,BANGLADESH,dye_chemicals,0.8694,0.0097,0.0072,15.4,146.0,0,
652,SUP-00653,"Cox, Stark and Rodriguez",Bangladesh,trims,0.8575,0.0233,0.0559,16.1,74.0,1,
329,SUP-00330,Herman-Walker,P.R. China,packaging,92.1%,0.0378,,14.8,107.0,0,
497,SUP-00498,Robertson-Hays,Bangladesh,buttons,0.77,0.0631,0.0761,26.8,92.0,1,
541,SUP-00542,"Bartlett, Brown and Martinez",China,zippers ,0.8502,0.0227,0.0415,17.2,,0,
634,SUP-00635,Gibbs-Bradley,pakistan,dye_chemicals,,0.0489,0.0,18.0,207.0,1,
701,SUP-00702,Giles Ltd,China,dye_chemicals,0.9126,0.0808,0.0465,18.3,58.0,1,
459,SUP-00460,"Valentine, Joyce and Murray",Sri Lanka,packaging,88.5%,0.0571,0.0345,  22.2  ,,1,
694,SUP-00695,Price LLC,Vietnam,packaging,0.9259,0.0396,0.0068,14.0,65.0,0,
746,SUP-00747,Ali PLC,Pakistan,packaging,0.8207,0.0247,0.0466,18.3,87.0,0,
77,SUP-00078,Yu Inc,China,buttons,78.0%,0.0197,0.0181,6.2,68.0,0,
943,SUP-00944,Murphy-Tran,Vietnam,trims,0.8749,0.0719,0.0449,20.5,84.0,0,
111,SUP-00112,"Shields, Cochran and Adams",China,thread,90.4%,0.0396,0.0265,16.0,127.0,0,
201,SUP-00202,White-Lewis,India,fabric,0.9327,0.024,0.0276,12.9,107.0,0,
565,SUP-00566,"Edwards, Hines and Jimenez",Sri Lanka,dye_chemicals,0.9669,0.0,0.017,14.0,,0,
131,SUP-00132,Spencer-Lee,Bangladesh,trim,0.9256,0.0229,0.0419,16.2,50.0,0,
300,SUP-00301,"Thomas, Murray and King",Pakistan,fabric,0.6646,0.0609,0.05,21.4,120.0,1,
250,SUP-00251,Moon-White,Sri Lanka,fabric,0.773,0.0205,0.0322,14.8,125.0,0,
193,SUP-00194,Reid-Poole,China,buttons,0.8437,0.0374,0.014,12.0,122.0,0,
847,SUP-00848,"Greer, Potter and Evans",Sri  Lanka,packaging,0.9061,0.0153,0.0339,16.3,138.0,1,
963,SUP-00964,Taylor PLC,Vietnam,zippers,0.9152,0.0376,0.0564,21.1,99.0,0,
149,SUP-00150,"Schmidt, Hansen and Stewart",India,trims,0.874,0.0144,0.0626,16.3,78.0,1,
202,SUP-00203,Peterson-Beard,VIETNAM,fabric,0.8179,0.0891,0.047,23.0,116.0,1,phone confirmed
346,SUP-00347,Jones PLC,Bangladesh,thread,0.9588,0.0312,0.0254,  15.5  ,110.0,0,
793,SUP-00794,Ferguson-Mclean,Bangladesh,zippers,0.8288,0.051,0.0315,15.1,167.0,0,
9,SUP-00010,Abbott-Munoz, Sri Lanka,buttons,92.6%,0.0226,0.0279,16.8,126.0,0,
165,SUP-00166,Medina-Navarro,Sri  Lanka,BUTTONS,0.7595,0.0554,,17.7,,1,
848,SUP-00849,Cole LLC,vietnam,zippers ,0.9102,0.0252,0.0413,9.8,74.0,0,
2,SUP-00003,"Mcclain, Miller and Henderson",China,buton,0.8847,0.0495,0.0412,19.1,116.0,1,urgent
676,SUP-00677,Mendez-Mayer,Indonesia,packaging,0.7763,0.0528,0.0625,26.7,129.0,1,
832,SUP-00833,"Ellison, Arias and Thompson",ID, trims,0.7879,0.0194,,15.3,113.0,0,
690,SUP-00691,White-Medina,BD,thread,0.882,0.0376,0.0665,18.2,97.0,1,
176,SUP-00177,Curry Inc,Vietnam,dye_chemicals,0.8885,0.0,0.0105,8.0,133.0,0,
780,SUP-00781,"Harris, Edwards and Oconnell",China,Packaging,0.7744,0.0451,0.0634,23.8,107.0,1,
705,SUP-00706,"Morris, Campbell and Owens",Vietnam,trims,0.8984,0.0237,0.0644,  14.2  ,166.0,0,
467,SUP-00468,Wilkerson-Arias,Vietnam,PACKAGING,0.8611,0.052,0.053,23.0,113.0,1,
895,SUP-00896,"Hernandez, Jenkins and Parks",India,dye_chemicals,96.8%,,0.032,12.2,125.0,0,
242,SUP-00243,Gonzales-Harrison,India,Zippers,0.999,0.0242,0.0262,7.8,76.0,0,
651,SUP-00652,"Marks, Miller and Griffin",India,zippers,0.8874,0.0002,0.0191,19.0,129.0,0,
623,SUP-00624,"Rodgers, Jefferson and Johnson",Bangladesh,trims,0.8582,0.0539,0.0415,14.0,102.0,0,
715,SUP-00716,Levy-May,VN,thread,0.9685,,,20.1,103.0,0,
986,SUP-00987,Gomez and Sons,Viet Nam,fabric,77.0%,0.0562,0.0278,  18.7  ,62.0,1,
872,SUP-00873,Kramer-Shannon,Bangladesh,thread,0.9412,0.0149,0.033,7.7,73.0,0,
217,SUP-00218,Erickson and Sons,India,zippers,0.8909,0.0194,0.0186,10.4,131.0,0,
741,SUP-00742,Jacobson Inc,Pakistan,trims,0.8482,0.0512,0.0105,12.3,97.0,0,
830,SUP-00831,"Price, Carlson and Andrews",India,dye_chemicals,0.8178,0.0628,0.0505,14.5,106.0,1,
48,SUP-00049,Hickman Ltd,india,trims,0.9712,0.0139,0.0136,9.0,86.0,0,
254,SUP-00255,Roberts-Landry,China,dye_chemicals,0.9836,,0.032,17.0,80.0,1,
939,SUP-00940,Shaw Inc,Sri Lanka,dye_chemicals,0.762,0.0704,,21.6,42.0,1,
203,SUP-00204,"Beard, Peters and Black",Pakistan, buttons,,0.037,0.0274,21.8,69.0,0,
695,SUP-00696,Rivera Inc,Indonesia,buttons,0.9001,0.0215,0.0024,14.4,158.0,0,
950,SUP-00951,"Franco, Wiley and Tapia",Sri Lanka,zippers,0.8407,0.0808,0.0398,21.2,126.0,1,
352,SUP-00353,Smith and Sons,Sri Lanka,zippers,0.8966,0.046,,19.8,60.0,1,re-check qty
315,SUP-00316,"Lucas, Parker and Alexander",BANGLADESH,packaging,0.8686,0.0138,0.019,12.4,139.0,0,
579,SUP-00580,"Morales, Williams and Williams",China,fabric,87.8%,0.043,0.0368,16.2,147.0,0,
427,SUP-00428,Jones-Lin,China, thread,0.9136,0.0263,0.0445,14.2,48.0,0,
274,SUP-00275,Monroe-Carpenter,vietnam,dye_chemicals,0.7223,0.0549,0.059,  19.3  ,167.0,1,
171,SUP-00172,"Alvarado, Miller and Patterson",Pakistan,fabric,0.817,0.0236,,  22.3  ,111.0,1,
206,SUP-00207,"Alvarez, Joseph and West",Pakistan, buttons,94.8%,0.0517,,17.2,95.0,0,TBC
45,SUP-00046,Spence PLC,Indonesia,dye_chemicals,0.932,0.0028,0.011,9.7,13.0,0,
678,SUP-00679,Wheeler Group,Indonesia,buttons,0.9063,0.0211,0.0251,10.8,128.0,0,
613,SUP-00614,"Nelson, Hoffman and Nelson",Sri Lanka,packaging,0.9305,0.0406,0.0168,18.6,100.0,0,
500,SUP-00501,"Rivera, Martinez and Richardson",Vietnam,dye_chemicals,0.9647,,0.0456,16.2,71.0,0,
448,SUP-00449,Lee-Cooke,Pakistan,thread,0.8601,0.0403,0.0338,,44.0,1,
333,SUP-00334,Davis PLC,China,packaging,0.834,0.0228,0.0181,6.3,152.0,0,
480,SUP-00481,Brown-Copeland,INDONESIA,dye_chemicals,0.7454,0.0618,0.0626,  30.6  ,,1,
558,SUP-00559,Gross-Valencia,Indonesia,packaging,0.8298,0.0405,0.0341,  18.3  ,110.0,0,phone confirmed
855,SUP-00856,Werner-Carter,India,fabric,0.7674,0.0288,0.0323,14.2,176.0,0,
647,SUP-00648,Mendoza Group,Bangladesh,zippers,0.9397,0.005,0.0,11.6,126.0,0,
907,SUP-00908,"Wheeler, Rice and Levine",Srilanka,buttons,0.7498,0.0567,0.0505,23.0,81.0,1,
768,SUP-00769,Smith-Gutierrez,Pakistan,thread,0.7547,0.0619,,19.3,141.0,1,
305,SUP-00306,Bruce-Gonzalez,Vietnam,zippers,,0.0451,0.0673,24.6,118.0,1,
247,SUP-00248,"Matthews, Smith and Hubbard",Pakistan,zipers,0.8982,0.0393,0.0332,20.6,90.0,1,
181,SUP-00182,"Gould, Marshall and Scott",Bangladesh,buttons,0.9722,0.0,0.038,13.7,102.0,0,
267,SUP-00268,Jimenez Ltd,Sri Lanka,zippers,0.8607,0.0373,,9.7,88.0,0,
522,SUP-00523,Green LLC,India, fabric,0.874,,0.0468,19.5,87.0,0,
638,SUP-00639,Holden Group,China,packaging,0.8852,0.0193,0.0204,  16.2  ,92.0,1,
382,SUP-00383,"Austin, Day and Johnson",BD,trims,0.8345,0.0596,,27.5,,1,
679,SUP-00680,"Powers, Brennan and Sanchez",China,packaging,0.7304,0.1022,,29.3,72.0,1,
17,SUP-00018,"Flowers, Martin and Kelly",CN,Dye Chemicals,0.9157,0.0421,0.0181,9.6,70.0,0,
556,SUP-00557,Marshall-Peterson,China,Buttons,0.9652,0.0274,0.0,5.8,183.0,0,
674,SUP-00675,Hill Ltd,Indonesia, thread,0.9438,0.0,0.0486,8.6,196.0,0,
116,SUP-00117,Ross LLC,India,packaging,0.7818,,0.0371,23.3,42.0,1,
92,SUP-00093,"Garcia, Humphrey and Baker",INDONESIA,packaging,,,0.0202,17.4,72.0,0,
781,SUP-00782,Carter-Neal,China,trims,0.8901,0.0279,0.0247,11.1,127.0,0,
632,SUP-00633,Simon Ltd,Sri Lanka,fabric,0.7491,0.064,0.0838,,173.0,0,
622,SUP-00623,Pearson and Sons,Bangladesh,fabric,0.9419,0.0221,0.0032,12.5,116.0,0,
259,SUP-00260,Dean-Jimenez,BD,packageing,0.8528,0.0099,34.9,20.9,62.0,0,
962,SUP-00963,Chavez-Hall,Vietnam,packaging,0.9661,0.0181,0.0238,13.7,12.0,0,
4,SUP-00005,"Guzman, Hoffman and Baldwin",Indonesia,fabric,0.8919,0.0511,0.0297,19.2,104.0,1,
597,SUP-00598,Thornton PLC,India,buttons,0.8997,0.0414,0.0432,11.5,,0,
817,SUP-00818,Cole Group,China,trim,0.8334,0.0365,0.0264,10.7,132.0,0,
286,SUP-00287,"Booker, Jones and Harrington",IN,zippers,,0.0382,0.0232,19.0,124.0,1,
287,SUP-00288,Morgan-Schwartz, India ,dye_chemicals,0.9388,,0.0148,19.7,120.0,0,
365,SUP-00366,"Wilson, Pena and Rich",Bangladesh,trims,0.9589,0.0123,0.0293,14.5,110.0,0,re-check qty
566,SUP-00567,"Owens, Koch and Jimenez",Sri Lanka,packaging,0.7354,0.0886,0.0747,  23.1  ,88.0,1,
376,SUP-00377,Schmitt PLC,Pakistan, trims,0.8892,0.006,0.0293,15.3,,0,
752,SUP-00753,Davis and Sons,Bangladesh,Fabric,80.8%,0.0527,,26.0,61.0,1,
842,SUP-00843,Cunningham-Barton,CN,packaging,0.7219,0.0851,0.0533,21.3,160.0,1,
392,SUP-00393,Webster Inc,Bangladesh,zippers ,0.8667,0.0262,0.0567,17.7,,1,see email
276,SUP-00277,Cook-Hines,Indonesia,buttons,0.9154,0.0743,,9.0,79.0,0,
494,SUP-00495,Brown Group,China,trims,0.9292,0.0102,0.0169,7.6,129.0,0,
751,SUP-00752,"Ramsey, Mason and Mccann",Indonesia,fabric,85.0%,0.0588,0.0492,,85.0,1,
692,SUP-00693,"Thomas, Ford and Brown",Vietnam,buttons,0.8697,0.0165,0.018,14.4,149.0,0,
404,SUP-00405,Graham Group,India,buttons,0.7929,0.0496,0.0503,16.4,147.0,1,
642,SUP-00643,Green LLC,Indonesia, thread,0.8296,0.0419,,20.3,63.0,0,
95,SUP-00096,Harris-Walters,China,fabric,0.9042,0.0341,0.0335,7.0,135.0,0,
837,SUP-00838,"Wagner, Simpson and Cohen",Bangladesh,fabric ,0.8593,0.0201,0.0071,11.7,96.0,0,
981,SUP-00982,Davis LLC,Pakistan,thread,0.7035,0.0605,0.0396,  28.8  ,42.0,1,
362,SUP-00363,"Hernandez, Martinez and Weber",Bangladesh,PACKAGING,0.7043,0.0461,0.0383,15.9,141.0,1,
991,SUP-00992,Ramirez and Sons,Indonesia,Dye Chemicals,0.8457,0.0383,0.0371,18.5,120.0,0,
299,SUP-00300,Harvey-Allen,China,zippers,0.8429,0.039,0.0606,16.0,128.0,1,
369,SUP-00370,Edwards-Scott,Bangladesh,buttons,0.8519,0.0403,0.0365,10.0,86.0,0,
700,SUP-00701,Turner-Stout,pakistan,packaging,0.6628,0.0674,8.53,19.9,105.0,1,
602,SUP-00603,"Becker, Lara and Baker",Bangla Desh,zipers,0.9062,0.0384,0.0165,11.7,113.0,0,
987,SUP-00988,Ramirez-Stephenson,Vietnam,trims,0.9862,0.0353,,13.8,87.0,1,urgent
151,SUP-00152,"Simmons, Meadows and Griffin",Bangladesh, buttons,0.9427,0.0049,0.0417,13.7,122.0,0,
504,SUP-00505,Acosta Inc,Indonesia, packaging,96.2%,0.0,0.0262,  15.9  ,126.0,0,
29,SUP-00030,"Snyder, Campos and Callahan",Pakistan, fabric,0.9201,0.0462,,16.7,109.0,0,
47,SUP-00048,"Martin, Rose and Obrien",China,zippers,0.8568,0.0493,0.0603,,119.0,0,
109,SUP-00110,Johnson-Doyle,pakistan,packaging,0.833,,0.0366,15.8,134.0,0,n/a
168,SUP-00169,"Yates, Ramsey and Pittman",India,thread,0.8147,0.0335,0.0176,  20.3  ,95.0,0,
533,SUP-00534,Mcdonald-Bird,INDIA,zipers,0.9006,0.0442,0.0207,9.6,187.0,0,
61,SUP-00062,Powell LLC,SRI LANKA,buttons,0.9635,,0.0332,14.7,60.0,0,
677,SUP-00678,Allen Inc,Pakistan, buttons,0.8826,0.0165,0.0495,14.9,118.0,0,
38,SUP-00039,Harrell LLC,LK,fabric,0.999,0.0,0.0032,12.9,55.0,0,
179,SUP-00180,Howell and Sons,India,buttons,0.8005,0.0379,0.0193,18.1,108.0,0,
424,SUP-00425,Welch-Hogan,Vietnam,Dye Chemicals,91.9%,0.0412,0.0357,16.7,90.0,1,
142,SUP-00143,Gibson Ltd,Sri Lanka,buttons,0.9755,0.0,0.0,17.1,113.0,0,
124,SUP-00125,Scott Ltd,IN,zippers,0.9203,0.0144,0.0341,14.8,78.0,1,
253,SUP-00254,"Garcia, Martin and Jenkins",Sri Lanka,fabric,,0.0517,,18.6,149.0,0,
114,SUP-00115,Torres-Pope,Pakistan,zippers,0.7517,0.088,8.39,26.4,62.0,1,
644,SUP-00645,Sullivan PLC,Vietnam,thread,81.0%,0.0463,0.0499,15.2,89.0,0,customer requested rush
626,SUP-00627,Lopez-Curry,Vietnam,packaging,77.4%,0.088,0.0841,26.5,5.0,1,
588,SUP-00589,"Soto, Carlson and Baker",Pakistan,packaging,0.8086,0.0648,0.0569,18.3,60.0,1,
213,SUP-00214,"Tapia, Vaughn and Lee",VIETNAM,packaging,0.8023,0.0321,0.0225,21.2,130.0,0,
984,SUP-00985,Underwood-Foster,Vietnam,packaging,0.9031,0.0361,0.0216,  24.3  ,118.0,1,customer requested rush
568,SUP-00569,Levy-Lewis,Bangladesh,thread,0.7872,0.0619,0.0505,14.8,81.0,1,
264,SUP-00265,Tran Inc,China,packaging,87.0%,,0.03090722030521328,11.2,38.0,0,
763,SUP-00764,Ward-Nelson,Vietnam,thread,0.9578,,0.026,10.2,138.0,0,
216,SUP-00217,Perez-White,Indonesia,zippers,0.8324,0.0141,0.0258,9.4,147.0,0,
809,SUP-00810,Alvarez-Kim,India,trims,0.8628,0.0265,0.0115,18.2,90.0,0,
660,SUP-00661,Foster Inc,Pakistan,thread,77.0%,0.0537,0.0246,  22.0  ,,0,
999,SUP-01000,Stokes Group,Srilanka,fabric,0.8186,0.0077,0.0354,11.1,153.0,0,
55,SUP-00056,Jones-Young,Bangladesh,thread,86.6%,0.0051,0.01,21.7,140.0,0,
585,SUP-00586,Richardson Ltd,PAKISTAN, packaging,0.9942,0.0322,0.0057,13.8,,0,
35,SUP-00036,Rodriguez-Graham,VN,DYE-CHEMICALS,0.8085,0.061,0.0249,22.2,90.0,1,
783,SUP-00784,Bennett-Velasquez,China,thread,88.3%,0.0687,0.0469,25.9,136.0,1,
501,SUP-00502,Paul-Kline,VIETNAM,dyechemicals,98.0%,,0.0251,17.6,143.0,0,n/a
417,SUP-00418,Thomas and Sons,Viet Nam,thread,91.9%,0.0034,0.0215,18.1,119.0,0,
913,SUP-00914,Hunter-Fuller,Bangladesh,dye_chemicals,91.4%,0.065,0.041,22.7,40.0,1,
767,SUP-00768,"Davis, George and Nguyen",Sri Lanka,packaging,0.8793,0.0373,0.0688,  19.1  ,80.0,1,
665,SUP-00666,Cannon Ltd,Bangladesh,fabric,0.9063,0.0092,0.0003,14.3,176.0,0,TBC
958,SUP-00959,Jones-Bradley,Sri Lanka,trims,87.7%,0.0389,0.026,18.6,-153.0,1,
161,SUP-00162,Stein-Silva,Indonesia,fabric,0.7988,0.0646,0.0547,29.9,81.0,1,
788,SUP-00789,"Clark, Salinas and Guerra",Bangladesh,packaging,0.999,0.0,0.0163,11.3,130.0,0,
770,SUP-00771,Armstrong and Sons,IN,thread,0.999,0.0115,0.0064,9.8,107.0,0,
28,SUP-00029,"Ross, Robinson and Bright",Vietnam,zippers ,0.8582,0.0596,0.0431,20.2,39.0,1,
51,SUP-00052,Walker LLC,sri lanka,packaging,0.8768,0.0009,0.0,9.2,92.0,1,
796,SUP-00797,Rodriguez and Sons,Pakistan,trims,0.9323,0.0442,0.0415,  17.7  ,78.0,0,urgent
41,SUP-00042,George Group,LK,dye_chemicals,0.9987,0.0336,0.0323,14.9,,0,
898,SUP-00899,"Cruz, Richmond and Edwards",India,BUTTONS,0.878,0.0488,0.0889,17.9,111.0,0,
673,SUP-00674,"Gray, Hall and Murray",China,thread,0.9465,0.0314,0.0314,8.3,74.0,0,
875,SUP-00876,Alexander Inc,Indonesia,zippers,0.8507,0.0054,0.0166,8.9,54.0,0,
902,SUP-00903,Abbott Ltd,Pakistan,fabric,,0.0789,0.0749,26.0,62.0,0,
435,SUP-00436,Cox LLC,Vietnam,fabric,0.8214,,0.0342,20.2,135.0,0,
235,SUP-00236,"Harrison, Johnson and Roberts",vietnam,fabric,84.2%,0.0472,0.0468,28.2,76.0,1,
163,SUP-00164,Smith-Bell,Indonesia,zippers,0.732,0.0544,0.0654,20.6,5.0,0,
555,SUP-00556,Moore Group,China,buttons,0.884,0.0264,,16.9,116.0,0,
802,SUP-00803,Griffin Group,Pakistan,zippers,0.86,0.027,0.0376,12.2,124.0,0,
696,SUP-00697,Boone-Davis,Pakistan,fabric,0.9195,0.0786,,15.0,136.0,0,
853,SUP-00854,Li Inc,China,trims,0.852,0.0103,0.0344,17.8,116.0,0,
835,SUP-00836,"Brown, Howard and Smith",Vietnam,zippers ,0.7193,0.0496,0.047,20.4,78.0,1,
445,SUP-00446,"Osborn, Gaines and Davis",China,zippers ,0.9598,0.0486,,12.7,172.0,0,
